state,state_abbr,region,births,total_population,birth_rate,female_population,fertility_rate,percent_of_total_births,region_births,region_population,region_birth_rate,region_female_population,region_fertility_rate,region_percent_of_total_births,unemployment_rate,per_capita_personal_income_2018,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,per_capita_personal_income_2022,per_capita_personal_income_2023,per_capita_personal_income_2024,high_school_acgr,two_year_student_share_2019,four_year_student_share_2019,two_year_student_share_2020,four_year_student_share_2020,two_year_student_share_2021,four_year_student_share_2021,two_year_student_share_2022,four_year_student_share_2022,two_year_student_share_2023,four_year_student_share_2023,two_year_student_share_2024,four_year_student_share_2024,four_year_appropriations_per_fte_2019,two_year_appropriations_per_fte_2019,four_year_net_tuition_revenue_per_fte_2019,two_year_net_tuition_revenue_per_fte_2019,four_year_appropriations_per_fte_2020,two_year_appropriations_per_fte_2020,four_year_net_tuition_revenue_per_fte_2020,two_year_net_tuition_revenue_per_fte_2020,four_year_appropriations_per_fte_2021,two_year_appropriations_per_fte_2021,four_year_net_tuition_revenue_per_fte_2021,two_year_net_tuition_revenue_per_fte_2021,four_year_appropriations_per_fte_2022,two_year_appropriations_per_fte_2022,four_year_net_tuition_revenue_per_fte_2022,two_year_net_tuition_revenue_per_fte_2022,four_year_appropriations_per_fte_2023,two_year_appropriations_per_fte_2023,four_year_net_tuition_revenue_per_fte_2023,two_year_net_tuition_revenue_per_fte_2023,four_year_appropriations_per_fte_2024,two_year_appropriations_per_fte_2024,four_year_net_tuition_revenue_per_fte_2024,two_year_net_tuition_revenue_per_fte_2024,population_18_to_24_yo_2018,population_18_to_24_yo_highschool_grad_2018,population_25_plus_yo_2018,population_25_plus_yo_highschool_grad_2018,population_18_to_24_yo_some_college_or_higher_2018,population_25_plus_yo_some_college_or_higher_2018,population_18_to_24_yo_2019,population_18_to_24_yo_highschool_grad_2019,population_25_plus_yo_2019,population_25_plus_yo_highschool_grad_2019,population_18_to_24_yo_some_college_or_higher_2019,population_25_plus_yo_some_college_or_higher_2019,population_18_to_24_yo_2020,population_18_to_24_yo_highschool_grad_2020,population_25_plus_yo_2020,population_25_plus_yo_highschool_grad_2020,population_18_to_24_yo_some_college_or_higher_2020,population_25_plus_yo_some_college_or_higher_2020,population_18_to_24_yo_2021,population_18_to_24_yo_highschool_grad_2021,population_25_plus_yo_2021,population_25_plus_yo_highschool_grad_2021,population_18_to_24_yo_some_college_or_higher_2021,population_25_plus_yo_some_college_or_higher_2021,population_18_to_24_yo_2022,population_18_to_24_yo_highschool_grad_2022,population_25_plus_yo_2022,population_25_plus_yo_highschool_grad_2022,population_18_to_24_yo_some_college_or_higher_2022,population_25_plus_yo_some_college_or_higher_2022,population_18_to_24_yo_2023,population_18_to_24_yo_highschool_grad_2023,population_25_plus_yo_2023,population_25_plus_yo_highschool_grad_2023,population_18_to_24_yo_some_college_or_higher_2023,population_25_plus_yo_some_college_or_higher_2023
Maryland,MD,South,412473.0,36654242.0,11.25,7192645.0,57.35,1.87,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.1,60503.0,62159.0,66549.0,71897.0,72524.0,76054.0,79325.0,86.0,0.335196047090813,0.552326690750654,0.316937858892938,0.529410280948668,0.304278423640632,0.519955643242289,0.274828990242079,0.529971182686356,0.263470043825834,0.475269233313288,0.259664756047319,0.44796588444336,9414.692846832744,8935.604133792644,11615.58224957452,4505.357061895766,10534.50364152213,9942.937209137512,11851.24601480008,4613.47956580284,10564.3181163073,11026.17708741926,11442.64429787506,4822.371329201642,10397.13577624847,12454.41469908218,11723.07343915928,4720.037301198066,13152.37250651993,13411.97129411115,11912.6195646854,4797.703929118536,14712.01934743178,13919.81692017768,11938.5425161172,4882.228550275946,544400,163944,4114858,1021847,319475,2683254,538158,162587,4139008,1018653,315573,2714892,532160,164489,4164698,1006008,307140,2765662,534601,168132,4240795,1014292,305537,2835150,541318,174144,4260095,1012724,303576,2863454,521989,171308,4272813,1014175,286670,2875937
Massachusetts,MA,Northeast,409468.0,41656322.0,9.83,8419406.0,48.63,1.85,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,4.6,70234.0,72658.0,79602.0,85585.0,88976.0,90904.0,94849.0,90.0,0.321843436680273,0.438978799448067,0.320300972986176,0.43253682270684,0.276225207859441,0.399763682556682,0.232633307549778,0.382346028782863,0.197909433470372,0.430031607047201,0.142292270460623,0.378556933540217,10224.08940720903,8179.07168818651,7999.980195063694,3881.670816683066,10725.1575452152,9075.796526001704,8175.024835560542,4276.873060528559,12243.9080756922,10521.3160057334,8154.571189682181,4015.410224558051,12540.335096103,12217.4752565505,7762.837360460756,3703.824660103141,15683.12333141726,15259.62961275626,11832.65390347236,3765.191585153424,17907.35284887296,16706.94986788879,10908.40488559978,2771.654897467674,701501,190483,4748795,1150846,437305,3143589,697610,188360,4781683,1148525,437646,3191214,695702,192220,4815331,1133358,434589,3252179,699260,197127,4902868,1137085,433205,3332568,697088,205983,4920101,1127899,421962,3360615,678357,206559,4945630,1129802,408550,3390619
Michigan,MI,Midwest,628417.0,60071512.0,10.46,11321208.0,55.51,2.85,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,5.5,47508.0,49057.0,56065.0,59953.0,58800.0,61495.0,63816.0,81.0,0.394102585019481,0.743472444051968,0.382316988335313,0.746475256650925,0.324003602738521,0.735886836650953,0.307078586605471,0.692475780692521,0.301607508488779,0.713339584293587,0.281717926939135,0.716718277510671,5513.253842338126,8284.417689530686,15978.6043011785,5388.553154547018,5608.259628132709,9168.295361805056,16512.89333724378,5674.747410402703,6003.198860502822,10710.37032222754,16726.44772121298,5133.457197587936,7708.980681041634,11384.45558081977,17358.90079639666,5045.193381894279,7213.204354572871,12585.9878318926,17949.68511099032,5435.379787135395,7275.017330439173,13840.37799709493,18406.1924084391,5428.344578864636,989175,293587,6772215,1966809,569252,4163870,973907,296389,6813480,1967316,554705,4219974,958470,299275,6853674,1955654,540352,4301707,950524,305689,6923132,1971279,530378,4368952,970018,323186,6938439,1970618,530911,4395419,929350,319589,6967452,1964538,498409,4438012
Minnesota,MN,Midwest,386969.0,34070642.0,11.36,6552584.0,59.06,1.75,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.2,57276.0,58371.0,63783.0,69421.0,71078.0,73223.0,75971.0,84.0,0.433867748622728,0.611343739550355,0.410318227807062,0.602805619560852,0.332493246056351,0.575025145455097,0.385090104149808,0.594047885884416,0.388477232569534,0.592676680911443,0.353607212996478,0.560170602437423,7588.066603173429,6309.214329760296,11935.78358360765,4835.203453207206,8169.379753630559,7216.54839752222,12398.33257049217,5021.490385133316,9322.141005498821,10287.23836941502,12613.60626472899,5124.198756333487,8965.556242653447,8238.130551692166,13053.68087085399,5159.166527584608,9271.326064994108,8358.998406225097,13422.69207779087,5310.154814918983,10670.27714216548,9599.956042638041,13530.57785051942,5251.626827184,503989,139569,3731762,930058,303247,2539303,500630,139991,3766900,928450,299053,2580059,498444,141873,3802438,921198,297727,2628909,499402,146845,3847501,919096,292790,2680795,513816,158230,3874392,918095,292830,2713072,498867,156720,3897590,916744,282866,2741210
Mississippi,MS,South,213399.0,17759177.0,12.02,3496766.0,61.03,0.97,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,4.0,38202.0,39598.0,45310.0,50053.0,47989.0,50451.0,52757.0,89.0,0.427518243570609,0.61583002041613,0.420649274358165,0.604007572952872,0.361117346688814,0.581386360395184,0.405393213062925,0.6011899163761,0.386261754139888,0.548656209264703,0.377198004673503,0.565852322421905,5437.955014044944,4827.505347982977,8717.120351123596,3605.087121150828,5798.563187282776,5121.462257155568,8844.553173608341,3718.540923097204,6369.715441876569,7195.293661292052,8846.50027409908,4067.015033427479,6236.864162998513,5884.844344023857,9401.818054676343,4012.190929215683,7922.361031818386,6521.329930576291,9630.469414595507,4104.258379366976,7989.23123648108,6841.155364065629,10412.87396663605,4143.323515902034,301140,88689,1967314,596564,167015,1054405,295255,88025,1975670,601355,164525,1068210,291502,87817,1983112,596914,162806,1095163,286864,88217,1974105,588217,159339,1102366,299448,94896,1968322,586782,164365,1110441,288805,95449,1970298,589225,155296,1117807
Missouri,MO,Midwest,420242.0,36957728.0,11.37,7119267.0,59.03,1.9,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.9,47388.0,49173.0,54330.0,59202.0,60469.0,63390.0,65415.0,90.0,0.303594436110713,0.554760969973304,0.282349932837393,0.52214401381573,0.261464384123713,0.483796057622182,0.230441965226767,0.485114966215978,0.257302874273735,0.557552976300883,0.25195072916606,0.563784053016873,6223.428129124773,5666.717443319669,7754.295541577721,2470.37642432862,7255.164527546387,7211.121089201149,7927.578259626041,2837.120274047046,8468.861857749567,8608.83623182419,7937.176846137476,3047.793518671514,8792.713211734086,10918.4826735117,8284.328525358524,3269.508589199329,7143.713724018019,10343.2031913128,9002.205089702047,3583.339450411362,7441.157820982694,11380.12539960331,9617.269025733493,3832.94390386186,580161,177040,4124838,1266430,328953,2427879,573249,179190,4150049,1270622,322802,2461161,567945,184470,4176792,1275987,317103,2507760,561340,185856,4187819,1276601,310654,2533679,580838,195757,4199109,1280433,319886,2553713,564178,197116,4217432,1279442,305441,2583258
Montana,MT,West,66867.0,6571610.0,10.18,1214373.0,55.06,0.3,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,2.7,47987.0,50258.0,56094.0,61425.0,62723.0,66087.0,68444.0,86.0,0.239910427687935,0.584425012802572,0.222981705694473,0.56285497267237,0.19041199859705,0.513483673992327,0.202003257688157,0.56090542029482,0.200399132622238,0.56034352917237,0.203152845307311,0.566915409731266,5987.995319392531,5279.573974243785,8420.945314341516,1666.415244085056,6563.417757915887,5833.046038208581,8450.862052241391,1673.914970247416,8191.600181851246,7153.083836351442,8645.656337515911,1682.377934272301,7015.561245450286,6486.104615902965,8961.77386572489,1641.879211590297,7532.250758232236,6344.519790644423,9599.876841421144,1590.08864900229,7714.305354661727,6556.563413117811,10098.16252805586,1671.568386695679,99873,35265,714267,208896,51971,456763,98968,34985,723295,208541,51621,468104,98428,34298,734688,206206,52877,484254,98701,35441,746462,207496,51435,496806,102293,37558,758200,210938,52330,505381,99795,37695,770335,214759,50092,513754
Nebraska,NE,Midwest,147599.0,11711222.0,12.6,2272581.0,64.95,0.67,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.0,52957.0,54481.0,58589.0,64583.0,68661.0,71404.0,72496.0,87.0,0.202830169226147,0.494129630919435,0.18568590216014,0.490227116581973,0.171035779466317,0.482398032242153,0.155547910456219,0.456120266527071,0.157254153123333,0.445404450252897,0.150259576816693,0.435818067016191,8970.587212337845,10612.05921505623,8503.792240652236,2660.225919975519,9335.34388885538,11987.11346281541,8719.347487785753,2689.156291500664,9707.324820078984,13167.11428067546,8796.51526572179,2675.239407433535,10545.39670928612,14218.78367582442,8570.369273010409,2579.084328258843,11024.18242302015,13880.86040378712,8588.535792253155,2546.900134019281,11630.40845099625,14172.30527998688,8730.348406626443,2463.987332950725,189779,54049,1242463,326549,116127,805175,189438,54333,1251026,326594,115556,816897,189183,56045,1259540,324098,114257,829258,190255,56380,1275315,326345,113258,843364,195219,59176,1283285,325873,114189,853115,190920,59188,1290256,324253,110978,863747
Nevada,NV,West,203080.0,18768746.0,10.82,3675214.0,55.26,0.92,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,5.6,50122.0,52552.0,56889.0,62865.0,63894.0,66952.0,69175.0,82.0,0.226594250218678,0.257956788041947,0.230424058309267,0.255325360962798,0.263774136740877,0.300665311289566,0.216935862902248,0.283293061108777,0.19683060385033,0.272554583400036,0.206652820745873,0.235731698829081,9281.563399299548,6303.904740577414,3226.553715346639,1846.932956659547,9669.436869471547,6115.316527266645,3315.34381538334,1831.029240548678,8339.517738636838,5337.067358254338,3585.413018072541,1912.158218565552,9847.307426414454,7083.547544758933,3892.349457121045,1962.387786940049,9860.574083108839,8232.266624398613,3694.496659101033,2017.45985156454,12120.09210734911,9904.565855433377,3738.333642849054,2579.963130659767,246923,93627,2001450,563229,112182,1164058,246645,96537,2044695,574254,111696,1198309,248948,101724,2093820,584698,111216,1235123,248490,105037,2116718,587588,108537,1254370,260638,110831,2154487,594523,113868,1281449,252048,107122,2196081,602478,110139,1316214
New Hampshire,NH,Northeast,72263.0,8268721.0,8.74,1497455.0,48.26,0.33,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,3.1,60847.0,64115.0,68556.0,74338.0,76697.0,80304.0,83674.0,88.0,0.527678160697621,0.838934425839713,0.463046464967853,0.81613268910363,0.419746930693183,0.75109957922901,0.420721995422472,0.796263959977823,0.406463238466821,0.793897219288429,0.373768925313211,0.768343591730246,2588.123660377359,5124.658784126662,13480.63388679245,5725.270983456815,3051.586753003589,6709.445965338337,13545.0923310969,5785.948007506347,4507.002223869533,7785.435779816514,13600.64986409686,5631.875030994297,3493.273213750589,7872.494610778444,13652.80076201892,5717.689288090486,3563.73697652913,8325.146712328768,13727.32995728566,5701.190410958904,4089.121456771503,9774.683179096353,13562.54416004968,5834.065051714752,128944,41242,952115,263005,74887,621503,127823,41318,960337,263321,74005,630810,126351,41264,971162,264953,73413,640754,125454,42338,986106,269342,71663,653955,126069,43200,997353,270974,70321,664655,121706,41594,1009222,272558,68226,676667
New Jersey,NJ,Northeast,604153.0,54492751.0,11.09,10293179.0,58.69,2.74,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,4.8,65121.0,67822.0,71195.0,78329.0,78782.0,82260.0,84909.0,85.0,0.412380276697915,0.56538024912682,0.37489222551343,0.517481697051793,0.426834250301825,0.574795425134789,0.373883577468188,0.52305026810773,0.336459076292044,0.498484440966102,0.306598955610108,0.444746849100646,8550.078095676285,4634.70932094811,11122.47032969694,3252.550308295964,10230.34565529623,5350.921811291299,10971.63900059844,3209.077007610381,8047.561655567267,4623.252067667035,10878.76729589881,3442.917395706534,10632.88303876476,6079.490830321395,11660.62574795669,3630.350041984594,11764.97804173395,6281.062673130194,11693.87149904118,3184.913649823288,13344.97529568808,6595.442625589149,10689.06264551579,2916.286090355213,778901,219628,6129542,1683568,470823,3804861,770603,219599,6146379,1670942,467725,3849506,762464,220739,6169501,1649853,463681,3918887,781976,230051,6411606,1693560,473299,4109169,806499,242131,6427003,1674625,483882,4150637,776472,239785,6459220,1662983,459815,4195501
New Mexico,NM,West,131858.0,12642168.0,10.43,2415538.0,54.59,0.6,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,4.3,41543.0,43771.0,48750.0,53692.0,54367.0,55861.0,58286.0,87.0,0.158262136844909,0.205765174232773,0.14802009988662,0.232582899062855,0.127054252880394,0.306910198626193,0.110966510912131,0.299418902447654,0.0903061121240302,0.164610527900923,0.103699141677621,0.188895035230559,14740.88563274043,9508.569712683211,3818.972427501147,1787.785279644426,18834.79877414765,12752.21834009063,5708.306599901494,2215.527188170761,16287.83537766301,13871.74663505126,7212.489321067355,2018.985040797824,17088.93812971117,15711.63333555615,7303.581436425604,1961.079254467858,22804.26781355892,13943.77272727273,4493.499964455818,1384.210579100615,18962.74039103481,13446.45269560233,4416.157796852646,1555.711556220743,203990,61969,1394280,368487,106788,820235,200607,64531,1403371,371338,102572,829783,198269,67210,1415298,370125,100228,854097,197401,69163,1426639,371398,96648,866526,205077,74676,1433908,372067,98589,877182,197152,74475,1450999,373330,92183,899523
New York,NY,Northeast,1279243.0,117416826.0,10.89,23255110.0,55.01,5.79,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,4.2,64953.0,66981.0,72301.0,78501.0,79182.0,82699.0,87061.0,87.0,0.319176625274596,0.338121397700166,0.320485681192228,0.333944812419416,0.316172147567204,0.323284166365586,0.30269033618776,0.318614252950784,0.297161654277955,0.324463325720936,0.305294744760275,0.299037635834988,13905.27411277699,9263.23753028816,7103.524274812894,4342.695923486541,14214.10919212851,9651.185525634386,7126.628718435063,4551.878719674939,13700.20766269627,10291.78969515402,6544.933623738598,4758.474283623391,14814.32229096918,11931.37907173214,6927.139656427767,5179.209940475806,16246.53910687995,12762.62252591281,7803.286351106238,5396.065888848378,17816.88473964304,12332.13857261348,7600.863274355621,5419.474042376715,1870478,492098,13606342,3556251,1159880,8210242,1831883,490373,13631937,3541274,1136076,8294069,1794550,486734,13649157,3474389,1115411,8430878,1816269,502020,14081080,3553598,1124221,8757825,1844128,527054,14021808,3494392,1129113,8786629,1766904,520830,13996138,3437438,1074524,8860163
North Carolina,NC,South,716519.0,63558153.0,11.27,12498057.0,57.33,3.24,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.7,46928.0,48915.0,53556.0,59301.0,59973.0,62594.0,65747.0,86.0,0.18763916832995,0.395022908910801,0.183248192337764,0.388269446599476,0.168069999578933,0.384218423485694,0.157394060217282,0.369011479679069,0.154857116676391,0.350262473813669,0.150895651704251,0.34468291559929,11054.67990273636,7187.093488219349,7218.210204281654,1660.075415091924,10989.75984555985,7127.395320829854,6975.273590271195,1599.117744663541,10993.77767361925,7897.996555216672,6859.594516972479,1595.586500111584,12280.96201402925,8595.968771412312,7182.089402156516,1605.678719500157,13460.52631578947,8530.51630854673,7256.341301195412,1563.062513296532,14332.15500674503,8540.90215605963,7538.410171411208,1517.816979229474,981234,306106,6881774,1780253,544260,4231655,984403,308119,6983859,1791532,549580,4338931,987858,315934,7096773,1806403,549688,4475154,979831,319204,7084876,1787594,544170,4520596,1014214,339085,7172112,1804406,556727,4609567,999707,341857,7261810,1812528,543508,4704701
North Dakota,ND,Midwest,60475.0,4625583.0,13.07,906297.0,66.73,0.27,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,2.6,56844.0,57212.0,62710.0,66879.0,72198.0,71676.0,71453.0,85.0,0.341856913092592,0.581843191464251,0.329130499730623,0.578063726491973,0.329296185626524,0.602219124442234,0.3151628952323,0.59699781007878,0.313474066751945,0.601283585977584,0.286688393332283,0.550722046254877,7392.849101035398,7171.889726807058,10286.76043808171,3725.26906659078,7818.283678107785,7884.238173406954,10711.2530528911,3868.029846291598,8012.024520801354,8384.718774064377,12129.77970638013,4116.654551054982,8351.30385801249,8519.400980993256,12371.42189105858,3920.639025137952,8319.248214637995,8192.400293470286,12545.82761885974,3740.725458547322,9599.368455421965,8692.016657638136,11766.84454346407,3493.424566630552,88250,24229,490233,131264,56889,322175,85905,23987,495068,130842,54967,327832,84840,23978,497525,129837,54207,333380,84989,24270,503897,131400,53265,338666,87885,23594,506256,132137,56322,341212,85420,22914,509149,130763,54532,346968
Ohio,OH,Midwest,783704.0,70393769.0,11.13,13365288.0,58.64,3.55,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,4.9,48542.0,49907.0,54936.0,60407.0,59376.0,62342.0,65011.0,86.0,0.335127232203971,0.653931990127864,0.325887420110107,0.666050771417208,0.306556218349465,0.621665949914992,0.312281462945019,0.641646110478048,0.297962103315946,0.643237315707079,0.316398625962724,0.638581010016603,5251.400115563879,6658.002238715663,9923.074166251867,3355.947138074301,5354.932404696776,6305.153275327725,10680.23685567835,3048.111243719802,6683.385569001761,6462.055922545052,10981.91726985209,2856.732555396258,6191.584518887098,6251.057747929259,11086.2648359692,2838.500568614283,6448.096648183465,7069.309839329164,11625.81335438068,3000.388495646403,6737.010510690257,7887.794682600592,11903.43367570889,3650.793421773928,1086626,362436,7937085,2639478,579754,4511447,1074610,365047,7975777,2634997,569276,4573402,1066321,370168,8014966,2629870,560424,4646326,1062481,376907,8077453,2636855,552781,4724847,1083657,398472,8097704,2625857,549296,4775443,1046523,394170,8123344,2624935,524012,4817855
Oklahoma,OK,South,291217.0,23941096.0,12.16,4723856.0,61.65,1.32,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.2,46733.0,48272.0,52427.0,56502.0,59358.0,61145.0,63300.0,87.0,0.40629342712631,0.593085047343581,0.373922915490542,0.603514444457467,0.373257527625817,0.612899465963943,0.36081214832207,0.614508544766565,0.31079202921624,0.613879861395731,0.280853020785542,0.571568834732198,5939.857047360072,5159.360675126278,8657.436585089508,3530.724479487496,5996.222398622586,6161.647466623338,9127.209753697885,3680.027974111084,5967.481962565788,5585.738114721643,9448.363374423441,3326.595676160811,6402.004672787194,6307.76992723435,10205.37944915254,3560.643420541021,6852.497629320564,7187.042347781512,10894.56330899436,3240.930996183858,7662.969667375194,7765.109716398146,10223.14667662435,3032.557437651732,385430,129933,2574001,806407,195168,1453806,383818,131543,2592088,812102,193920,1469533,381292,133787,2611680,812618,190828,1500030,379325,136171,2607741,803726,186752,1510642,398778,146504,2621275,807154,194696,1524428,390552,147696,2641325,811387,186751,1542860
Oregon,OR,West,242571.0,25369607.0,9.56,4987114.0,48.64,1.1,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,4.7,51010.0,53024.0,58255.0,64964.0,65166.0,68276.0,71524.0,81.0,0.304705710537775,0.717489366084243,0.257757419546815,0.714493297581754,0.245423681549066,0.689994639747614,0.224575699828485,0.680627787656666,0.207248896715653,0.681870407782531,0.167950230468699,0.696613918456985,5043.22131491038,7837.098815204871,12808.21756726014,3434.529521145302,5582.167684008367,9183.538268036822,13969.62439907522,3189.152965103832,6442.391918389317,10559.5700317965,14339.15815914596,3434.468441971383,7098.335395475443,12347.21103860912,15127.56629895417,3575.956491577966,7224.00191418294,12766.89983654789,15483.73132065776,3337.650234281356,6918.000413362895,13640.28265876933,15884.62908822166,2753.307193978282,363072,110001,2850693,656365,203376,1920146,362910,111642,2898950,659085,201256,1970615,364440,114619,2944830,667341,202423,2016704,362295,118027,2971396,668083,197164,2050711,374300,125555,2999096,674062,200838,2071732,361410,127326,3021010,676182,189245,2094607
Pennsylvania,PA,Northeast,790421.0,77290050.0,10.23,14466075.0,54.64,3.58,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,3.9,55346.0,56634.0,62463.0,66449.0,66580.0,69555.0,72220.0,87.0,0.453262236295769,0.737395242246926,0.43406383832291,0.730157593752249,0.393072926029577,0.723690207744104,0.37570067112594,0.71005516404572,0.349193171904804,0.662087812097084,0.347295920187268,0.673993635830203,4734.235453046467,5156.978819440103,13293.75266702426,4275.292301729204,4927.081093366828,5550.373798568507,13332.02488585841,4257.046497955011,5085.299947138297,6539.113322990822,13319.04217052612,4235.020182395499,5435.777832816813,7018.755710204146,13311.84984927772,4223.857224944534,6738.651359043998,7804.851010996807,13203.36790005432,4187.726008885285,6378.559406265162,7868.163744040648,13187.19177932505,4186.554446625645,1194488,399558,8921363,3133655,652406,4913690,1174907,399119,8954232,3106571,634591,4998751,1155305,398001,8989998,3072381,618774,5107650,1154671,408026,9111497,3079339,608820,5244782,1196563,425015,9128083,3058744,631016,5308145,1159561,418796,9153146,3039316,607030,5373094
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334598,93378,2364398,659670,209341,1126499,324142,88987,2345959,655680,205764,1140097,313188,83821,2331294,654014,201912,1152960,314885,83101,2399112,672492,205865,1207460,305813,81057,2400393,672281,201271,1235174,298885,80762,2412064,670172,196200,1269430
Rhode Island,RI,Northeast,61320.0,6459107.0,9.49,1273562.0,48.15,0.28,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,4.9,52847.0,55473.0,61724.0,65492.0,64929.0,67938.0,70693.0,83.0,0.476165059610962,0.643209340024461,0.499310340601684,0.658753746504116,0.442726968086384,0.653359606111972,0.423061664617681,0.654331942872922,0.434181727853445,0.636718922995766,0.429409698335068,0.614662173887212,5887.494457937734,6364.922532947605,10613.76277323912,5785.703632272581,5908.246947983015,5899.658031627133,11405.48730537863,5883.40543071161,6880.074631560029,8223.378811809014,12967.79870596693,6533.084072409185,7234.03555328345,9156.633444075305,13693.6591067528,6714.444767441861,7572.592950082801,9157.742659053834,13272.40402176485,7027.211256117455,8720.247699172633,9547.410730563875,13909.88904899135,7185.104180231801,114554,34569,733188,207007,68890,438187,112687,34779,737200,208387,67597,446346,110984,35475,741370,207358,65888,453754,112671,36903,766615,213716,66625,469391,114642,37315,771284,207211,66840,482138,110386,35811,776505,205862,63970,488967
South Carolina,SC,South,342145.0,31297775.0,10.93,5998759.0,57.04,1.55,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,4.2,44573.0,46637.0,51305.0,55928.0,55827.0,58042.0,60659.0,84.0,0.343047167914911,0.775255338574506,0.293321286014543,0.737736295846124,0.314798387614276,0.684589247600055,0.322800211442828,0.715414346137431,0.272089151659718,0.703816265742172,0.338892798174673,0.641569292108508,5194.894286814033,6321.6281757601,13891.47077422193,3122.965136054422,5715.14907581637,6908.366690951984,13949.94165893888,2834.632250902026,7190.581464561943,7257.581611762516,13783.05254873581,3290.996631304672,6423.29883267782,6788.992507528755,14028.59745835171,3194.736112622909,7078.918364612457,7003.53488372093,14632.61345791387,2591.426636917532,8567.80761313313,8231.605462389418,13748.64416689731,4185.015762703329,474672,154041,3385002,998459,257017,1950773,471333,157391,3446971,1003177,252823,2013303,470286,156896,3512626,1014022,253995,2088270,461929,155085,3507171,1008011,249326,2105712,485502,167865,3553321,1011555,256524,2162563,475338,170891,3610374,1019313,246236,2215364
South Dakota,SD,Midwest,68073.0,5384129.0,12.64,992778.0,68.57,0.31,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,1.8,53283.0,55416.0,61583.0,67885.0,70608.0,72984.0,74544.0,82.0,0.424855199540915,0.647555142184493,0.406292349681428,0.609141963266514,0.417052999982385,0.611625711671231,0.636792473732634,0.612590012362745,0.593256553415728,0.58383326414719,0.572639857324084,0.546229948624176,5559.60149596386,4472.15421686747,9234.32033622158,3303.547160068847,6490.162462198063,5268.595649940058,9255.716188799142,3605.461551635554,6293.498793519476,5987.419801641587,9050.401279252364,3550.499487004104,6588.874032882011,4912.309143935495,9414.006810122502,6779.592554469034,7308.694810162258,5625.847092727581,9344.666425091596,6734.515341583319,8357.400393855849,6202.119647790055,9307.815163450177,6942.590124309392,84140,24819,567083,173262,47768,346877,84137,25239,572393,173079,47503,352073,83345,25421,580244,175340,46246,359734,82852,26209,580235,174791,44583,362116,84743,28242,588987,176062,44336,369863,83237,28264,596137,175713,43198,378781
Tennessee,TN,South,486893.0,41639064.0,11.69,8166631.0,59.62,2.21,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.5,47201.0,49287.0,53227.0,59954.0,60264.0,63045.0,65596.0,90.0,0.173465890637839,0.512807152373333,0.176350050663348,0.492049893228173,0.135611657329929,0.46363967647071,0.0646712735936071,0.485629794347498,0.0196338404528849,0.450648151858201,0.0382610901889548,0.486095784157289,8815.183526671743,7670.248945495514,8871.725256415999,1608.237802783617,9471.028864159221,7918.543511702011,8791.2868582027,1694.270821887705,9958.147744350872,9932.275780718337,8262.33832513717,1557.394994328922,10202.41636622562,9008.325756116355,9266.531176767494,622.3483111796057,11729.82886890595,12533.62530522749,9315.801684221458,250.8701350475906,11580.8942631203,12875.22870950477,10590.27454759794,511.9521613197746,618989,219284,4530706,1467848,328069,2472588,617043,216051,4587393,1472003,331250,2540262,614531,216281,4649847,1479648,328047,2622466,616774,222324,4708480,1485813,325572,2693505,638580,235847,4758712,1498399,333505,2750162,622543,235339,4805533,1508292,321016,2797744
