name,content,tokens
Alderson Broaddus University,"Alderson Broaddus University, a financially fragile Baptist college in West Virginia, on Monday lost state approval to grant degrees and was ordered to wind down its operations and not enroll new students. The West Virginia Higher Education Policy Commission, the state regulator,voted unanimously to rescindthe university’s degree-granting authority, effective Dec. 31. The commission said in a statement that Alderson Broaddus’ “financial condition renders the institution unable to create a stable, effective, and safe learning environment for its students.” Higher education experts had anticipated Alderson Broaddus would close, and the state’s decision essentially spells its demise. Alderson Broaddus was given 10 days to appeal the commission’s action, but that wouldn't fix the university’s myriad troubles, like leadership turnover and years of dwindling enrollment. An Alderson Broaddus spokesperson did not respond to a question Tuesday on whether it would appeal, only saying “we are working up plans as we speak.” In addition to not being able to enroll new students starting this fall, the university also can’t bring back current students — except for seniors slated to graduate at the end of the fall semester. It also must reimburse all students who won’t be on campus and end all athletic and extracurricular activities. The university will develop plans, called teach-outs, to help students transfer to other colleges. “While I truly wish there had been a viable path forward for Alderson Broaddus University to continue operating, our foremost priority is to help their students continue their education as seamlessly as possible,” Sarah Armstrong Tucker, West Virginia’s higher education chancellor, said in a statement Monday. Alderson’s Broaddus’ prospects have looked bleak in recent months. University officials said they were still contending with the economic ramifications of the COVID-19 pandemic, which had contributed to the enrollment downturn. Student numbers fell from roughly 1,150 in fall 2015 to fewer than 800 in fall 2022, according to federal data. An enrollment decline can hit the finances of tuition-dependent private colleges such as Alderson Broaddus hard. As the university struggled to recover, federal tax credits it expected to receive were reduced and delayed, according to former governing board chair Rebecca Hooman, who resigned in June. Hooman had detailed the university’s problems in a public letter on its website, which was later removed. More recently, it seemed like the university had reached a crisis point. Local press reportssay Alderson Broaddus had sought alumni donations to cover its payroll. And last month, local government officials threatened to cut offutility servicesto Alderson Broaddus after it failed to pay a nearly $776,000 bill. For a time, it seemed like Alderson Broaddus might have a narrow path forward. The university struck a deal with the city of Philippi to pay about $67,000 on its utility bill, and then settle the remaining balance through regular installments. West Virginia Gov. Jim Justice alsointervened last week, asking the state’s higher ed commission to delay a meeting in which it would have likely revoked the university’s operating authority. The commission initially agreed with the governor’s request, but on Mondaymoved forward with an emergency meeting, saying the “rapidly deteriorating financial condition at Alderson Broaddus University may result in serious financial harm to students.” State regulators in June had allowed Alderson Broaddus tocontinue operating, but expressed skepticism about its financial solvency. They said at the time that the university needed to develop teach-out plans and secure student academic and financial aid records with a third party. Alderson Broaddus met this week with its accreditor, the Higher Learning Commission. HLC years ago had grown concerned about the university’s finances, in part because it defaulted on bond repayments totaling more than $36 million in 2015. HLC put the university’s accreditation on probation in 2017, and then lifted it two years later. But it gave notice that the continued financial instability could put the university out of compliance with its accreditation standards. HLC rescinded that sanction in 2021.","['alderson', 'broaddus', 'financially', 'fragile', 'baptist', 'lost', 'approval', 'grant', 'degree', 'ordered', 'wind', 'operation', 'enroll', 'student', 'higher', 'education', 'policy', 'commission', 'regulatorvoted', 'unanimously', 'rescindthe', 'university', 'degreegranting', 'authority', 'effective', 'commission', 'statement', 'alderson', 'broaddus', 'financial', 'condition', 'render', 'institution', 'unable', 'create', 'stable', 'effective', 'safe', 'learning', 'environment', 'student', 'higher', 'education', 'expert', 'anticipated', 'alderson', 'broaddus', 'would', 'close', 'state', 'decision', 'essentially', 'spell', 'demise', 'alderson', 'broaddus', 'given', 'day', 'appeal', 'commission', 'action', 'wouldnt', 'fix', 'university', 'myriad', 'trouble', 'like', 'leadership', 'turnover', 'year', 'dwindling', 'enrollment', 'alderson', 'broaddus', 'spokesperson', 'respond', 'question', 'whether', 'would', 'appeal', 'saying', 'working', 'plan', 'speak', 'addition', 'able', 'enroll', 'student', 'starting', 'fall', 'cant', 'bring', 'current', 'student', 'except', 'senior', 'slated', 'graduate', 'end', 'fall', 'must', 'reimburse', 'student', 'wont', 'end', 'athletic', 'extracurricular', 'activity', 'develop', 'plan', 'called', 'teachouts', 'help', 'student', 'transfer', 'college', 'truly', 'wish', 'viable', 'path', 'forward', 'alderson', 'broaddus', 'continue', 'operating', 'foremost', 'priority', 'help', 'student', 'continue', 'education', 'seamlessly', 'possible', 'sarah', 'armstrong', 'tucker', 'virginia', 'higher', 'education', 'chancellor', 'statement', 'aldersons', 'broaddus', 'prospect', 'looked', 'bleak', 'recent', 'month', 'official', 'contending', 'economic', 'ramification', 'covid', 'pandemic', 'contributed', 'enrollment', 'downturn', 'student', 'number', 'fell', 'roughly', 'fall', 'fewer', 'fall', 'federal', 'data', 'enrollment', 'decline', 'hit', 'finance', 'tuitiondependent', 'private', 'college', 'alderson', 'broaddus', 'hard', 'struggled', 'recover', 'federal', 'tax', 'credit', 'expected', 'receive', 'reduced', 'delayed', 'former', 'governing', 'board', 'chair', 'rebecca', 'hooman', 'resigned', 'hooman', 'detailed', 'university', 'problem', 'public', 'letter', 'website', 'removed', 'recently', 'seemed', 'like', 'reached', 'crisis', 'point', 'local', 'press', 'reportssay', 'alderson', 'broaddus', 'sought', 'alumnus', 'donation', 'cover', 'payroll', 'last', 'local', 'government', 'official', 'threatened', 'cut', 'offutility', 'servicesto', 'alderson', 'broaddus', 'failed', 'pay', 'nearly', 'bill', 'time', 'seemed', 'like', 'alderson', 'broaddus', 'might', 'narrow', 'path', 'forward', 'struck', 'deal', 'philippi', 'pay', 'utility', 'bill', 'settle', 'remaining', 'balance', 'regular', 'installment', 'gov', 'jim', 'justice', 'alsointervened', 'last', 'asking', 'state', 'higher', 'commission', 'delay', 'would', 'likely', 'revoked', 'university', 'operating', 'authority', 'commission', 'initially', 'agreed', 'governor', 'request', 'mondaymoved', 'forward', 'emergency', 'saying', 'rapidly', 'deteriorating', 'financial', 'condition', 'alderson', 'broaddus', 'result', 'serious', 'financial', 'harm', 'student', 'regulator', 'allowed', 'alderson', 'broaddus', 'tocontinue', 'operating', 'expressed', 'skepticism', 'financial', 'solvency', 'time', 'needed', 'develop', 'teachout', 'plan', 'secure', 'student', 'academic', 'financial', 'aid', 'record', 'third', 'party', 'alderson', 'broaddus', 'met', 'accreditor', 'higher', 'learning', 'commission', 'hlc', 'year', 'ago', 'grown', 'concerned', 'university', 'finance', 'part', 'defaulted', 'bond', 'repayment', 'totaling', 'million', 'hlc', 'put', 'university', 'accreditation', 'probation', 'lifted', 'two', 'year', 'gave', 'notice', 'continued', 'financial', 'instability', 'could', 'put', 'compliance', 'accreditation', 'standard', 'hlc', 'rescinded', 'sanction']"
Alliance University (Formerly Nyack College),"In March, MSCHE raised concerns over Alliance's financial viability and ability to comply with the accreditor's standards. Leadership at the 140-year-old university, formerly known as Nyack College, indicated last week that the institution would appeal MSCHE's decision. But Thursday's news confirms the university was unable to find a path forward. Students can either graduate this summer or apply to one of Alliance’s dozen institutional teach-out partners. The Christian and Missionary Alliance — the evangelical Protestant organization with which the university is affiliated — is interested in continuing Alliance's seminary program, though nothing is concrete at this time, the university said. Alliance said it was ""surprised"" by MSCHE's decision, though it has struggled financially for years. An 2022 audit found“substantial doubt”that Alliance could keep operating after a decade of losing money. Like many small private institutions, Alliance has struggled with declining enrollment in recent years. The university had 1,863 students in fall 2021, down from 3,318 in fall 2012, according to federal data. At least eight other New York public and nonprofit collegeshave closed since 2016or plan to close this year.","['msche', 'raised', 'concern', 'alliance', 'financial', 'viability', 'ability', 'comply', 'accreditors', 'standard', 'leadership', 'yearold', 'formerly', 'known', 'nyack', 'indicated', 'last', 'institution', 'would', 'appeal', 'msches', 'decision', 'thursday', 'news', 'confirms', 'unable', 'find', 'path', 'forward', 'student', 'either', 'graduate', 'summer', 'apply', 'one', 'alliance', 'dozen', 'institutional', 'teachout', 'partner', 'christian', 'missionary', 'alliance', 'evangelical', 'protestant', 'organization', 'affiliated', 'interested', 'continuing', 'alliance', 'seminary', 'program', 'though', 'concrete', 'time', 'alliance', 'surprised', 'msches', 'decision', 'though', 'struggled', 'financially', 'year', 'audit', 'foundsubstantial', 'doubtthat', 'alliance', 'could', 'keep', 'operating', 'decade', 'losing', 'money', 'like', 'many', 'small', 'private', 'institution', 'alliance', 'struggled', 'declining', 'enrollment', 'recent', 'year', 'student', 'fall', 'fall', 'federal', 'data', 'least', 'eight', 'public', 'nonprofit', 'collegeshave', 'closed', 'since', 'plan', 'close']"
Ancilla College,"Ancilla College and Marian University jointly announced a collaboration of mission and operations. Marian University President Daniel J. Elsener joined Ancilla College President Michele Dvorak, PHJC, Ed.D. in announcing that the boards of trustees at both institutions have approved a memorandum of agreement formalizing the mission collaboration. Under the terms of the agreement, beginning July 1, 2021, the new entity is Ancilla College of Marian University. “This is a collaboration between two Catholic institutions with a shared mission.” Elsener said. “The opportunity for Marian and Ancilla’s respective boards of trustees, communities, and founding orders, the Sisters of St. Francis of Oldenburg and the Poor Handmaids of Jesus Christ (PHJC), to partner in strengthening the mission of Catholic higher education is the result of two powerful visions meeting in a most fortuitous time and manner.” After a two-year search and negotiations, Ancilla’s trustees made the strategic decision that their future as a two-year college would be much more expansive in partnership with another institution, than it would be alone. The Ancilla College community found in Marian University an exceptionally mission-aligned and dynamic university partner for the long-term growth and prosperity of Ancilla College. Marian University’s Board of Trustees and senior leadership saw the ability of Catholic higher education to serve those from diverse backgrounds, in more places, more effectively and in a cost-efficient manner. To fulfill this potential, Marian would need to grow through partnerships with other Catholic colleges and universities in Indiana and beyond. “This strategic approach includes a long-range goal: to secure more opportunities for Ancilla alumni, current students and those in our local surrounding counties who seek further education in the region,” Dr. Dvorak said. “Education rooted in values will be a beacon of light and hope for the future. We believe Marian University commits to not only the mission, but also to fulfilling the mutual goal of advanced academic opportunities.” According to Marian University’s President Elsener, through this collaboration both institutions will offer a high-quality educational experience with more course offerings and a greater diversity of internships and opportunities in both rural and urban settings for the students on Ancilla’s campus and on Marian University’s main campus. “Ancilla offers some degree programs and majors that Marian doesn’t, and Marian can bring to the Ancilla campus programs that will greatly benefit K-12 schools, businesses and healthcare professions,” Elsener said. “Our mission of being a great Catholic university dedicated to providing students with excellent teaching and learning in the Franciscan and liberal arts tradition remains the same, and the collaborative synergies with the Poor Handmaids will benefit the communities we serve.” Data shows that Marshall County, where Ancilla is located in Donaldson, and neighboring Starke County achieved educational attainment levels of 21% and 11% of aBachelor’s degree or higher. Ancilla’s continued presence is greatly needed in this geographical area to offer strategic initiatives that demand collaboration, new thinking, and immersion with regional businesses and industries. “The sponsor, Poor Handmaids of Jesus Christ, and Ancilla College Board of Trustees recognize the need for a future providing four-and six-year educational opportunities,” John Chandler, Chair of the Board of Trustees at Ancilla College said. “Marian University is committed to continuing the mission of serving Northern Indiana’s rural area and we are elated to bring more opportunities and resources to Ancilla students and faculty.” “Ancilla College leadership acknowledged that to accomplish its goal of providing a quality education for the rural student located in Northern Indiana, the leadership needed a bold direction,” said Sister Joetta Huelsmann Provincial of the Poor Handmaids of Jesus Christ. “Marian University emerged as most valuable and interested, pursuing their own dream of advancing their mission and outreach to Northern Indiana.” Pending approval of the Higher Learning Commission (HLC), Marian University and Ancilla College have developed a transitional timeline over the next ten months, including market research of programs, assessment of facilities, and development of a comprehensive marketing and communication plan. “This collaboration is of the highest priority for us, and we are prepared to proceed diligently and quickly,” said Denise Feser, Chair of the Marian University Board of Trustees. Delivering high quality Catholic education to more people, in more areas of the state and nation, is a strategic pillar of growth for Marian University. Ancilla and Marian are two institutions who set out on a strategy of building a mission-driven network of diverse and highly effective higher education institutions across the country. “Many years ago Marian University moved from Oldenburg to Indianapolis to serve more students. Expanding our reach and delivering high-quality Catholic education to more areas of the state and nation is a part of our calling, and we are proud to do this hand-in-hand with our partners at Ancilla College,” said Sister Christa Franzer, OSF, Congregational Minister, Sisters of St. Francis Oldenburg, Indiana. “Ancilla College looks forward to this transition providing students, donors, alumni and future students’ opportunities that will assist in achieving and advancing their personal goals. Ancilla is proud of its heritage and traditions of education since 1937 and looks forward to a thriving future. The Poor Handmaids of Jesus Christ have supported all of our ministries in the past and look forward to assisting in this exciting new venture into the future.” said Dr. Dvorak. Additional details of the collaboration will be announced during this academic year at marian.edu and ancilla.edu.","['marian', 'jointly', 'announced', 'collaboration', 'mission', 'operation', 'marian', 'president', 'daniel', 'elsener', 'joined', 'president', 'michele', 'dvorak', 'phjc', 'edd', 'announcing', 'board', 'trustee', 'institution', 'approved', 'memorandum', 'agreement', 'formalizing', 'mission', 'collaboration', 'term', 'agreement', 'beginning', 'entity', 'marian', 'collaboration', 'two', 'catholic', 'institution', 'shared', 'mission', 'elsener', 'opportunity', 'marian', 'ancillas', 'respective', 'board', 'trustee', 'community', 'founding', 'order', 'sister', 'francis', 'oldenburg', 'poor', 'handmaid', 'jesus', 'christ', 'phjc', 'partner', 'strengthening', 'mission', 'catholic', 'higher', 'education', 'result', 'two', 'powerful', 'vision', 'fortuitous', 'time', 'manner', 'twoyear', 'search', 'negotiation', 'ancillas', 'trustee', 'made', 'strategic', 'decision', 'future', 'twoyear', 'would', 'much', 'expansive', 'partnership', 'another', 'institution', 'would', 'alone', 'community', 'found', 'marian', 'exceptionally', 'missionaligned', 'dynamic', 'partner', 'longterm', 'growth', 'prosperity', 'marian', 'university', 'board', 'trustee', 'senior', 'leadership', 'saw', 'ability', 'catholic', 'higher', 'education', 'serve', 'diverse', 'background', 'place', 'effectively', 'costefficient', 'manner', 'fulfill', 'potential', 'marian', 'would', 'need', 'grow', 'partnership', 'catholic', 'college', 'university', 'beyond', 'strategic', 'approach', 'includes', 'longrange', 'goal', 'secure', 'opportunity', 'alumnus', 'current', 'student', 'local', 'surrounding', 'county', 'seek', 'education', 'region', 'dvorak', 'education', 'rooted', 'value', 'beacon', 'light', 'hope', 'future', 'believe', 'marian', 'commits', 'mission', 'fulfilling', 'mutual', 'goal', 'advanced', 'academic', 'opportunity', 'marian', 'university', 'president', 'elsener', 'collaboration', 'institution', 'offer', 'highquality', 'educational', 'experience', 'offering', 'greater', 'diversity', 'internship', 'opportunity', 'rural', 'urban', 'setting', 'student', 'ancillas', 'marian', 'university', 'main', 'offer', 'degree', 'program', 'major', 'marian', 'doesnt', 'marian', 'bring', 'program', 'greatly', 'benefit', 'school', 'business', 'healthcare', 'profession', 'elsener', 'mission', 'great', 'catholic', 'dedicated', 'providing', 'student', 'excellent', 'teaching', 'learning', 'franciscan', 'liberal', 'art', 'tradition', 'remains', 'collaborative', 'synergy', 'poor', 'handmaid', 'benefit', 'community', 'serve', 'data', 'show', 'marshall', 'county', 'located', 'donaldson', 'neighboring', 'starke', 'county', 'achieved', 'educational', 'attainment', 'level', 'abachelors', 'degree', 'higher', 'ancillas', 'continued', 'presence', 'greatly', 'needed', 'geographical', 'area', 'offer', 'strategic', 'initiative', 'demand', 'collaboration', 'thinking', 'immersion', 'regional', 'business', 'industry', 'sponsor', 'poor', 'handmaid', 'jesus', 'christ', 'board', 'trustee', 'recognize', 'need', 'future', 'providing', 'fourand', 'sixyear', 'educational', 'opportunity', 'john', 'chandler', 'chair', 'board', 'trustee', 'marian', 'committed', 'continuing', 'mission', 'serving', 'northern', 'indiana', 'rural', 'area', 'elated', 'bring', 'opportunity', 'resource', 'student', 'faculty', 'leadership', 'acknowledged', 'accomplish', 'goal', 'providing', 'quality', 'education', 'rural', 'student', 'located', 'northern', 'leadership', 'needed', 'bold', 'direction', 'sister', 'joetta', 'huelsmann', 'provincial', 'poor', 'handmaid', 'jesus', 'christ', 'marian', 'emerged', 'valuable', 'interested', 'pursuing', 'dream', 'advancing', 'mission', 'outreach', 'northern', 'pending', 'approval', 'higher', 'learning', 'commission', 'hlc', 'marian', 'developed', 'transitional', 'timeline', 'next', 'ten', 'month', 'including', 'market', 'research', 'program', 'assessment', 'facility', 'development', 'comprehensive', 'marketing', 'communication', 'plan', 'collaboration', 'highest', 'priority', 'prepared', 'proceed', 'diligently', 'quickly', 'denise', 'feser', 'chair', 'marian', 'board', 'trustee', 'delivering', 'high', 'quality', 'catholic', 'education', 'people', 'area', 'nation', 'strategic', 'pillar', 'growth', 'marian', 'marian', 'two', 'institution', 'set', 'strategy', 'building', 'missiondriven', 'network', 'diverse', 'highly', 'effective', 'higher', 'education', 'institution', 'across', 'country', 'many', 'year', 'ago', 'marian', 'moved', 'oldenburg', 'serve', 'student', 'expanding', 'reach', 'delivering', 'highquality', 'catholic', 'education', 'area', 'nation', 'part', 'calling', 'proud', 'handinhand', 'partner', 'sister', 'christa', 'franzer', 'osf', 'congregational', 'minister', 'sister', 'francis', 'oldenburg', 'look', 'forward', 'transition', 'providing', 'student', 'donor', 'alumnus', 'future', 'student', 'opportunity', 'assist', 'achieving', 'advancing', 'personal', 'goal', 'proud', 'heritage', 'tradition', 'education', 'since', 'look', 'forward', 'thriving', 'future', 'poor', 'handmaid', 'jesus', 'christ', 'supported', 'ministry', 'past', 'look', 'forward', 'assisting', 'exciting', 'venture', 'future', 'dvorak', 'additional', 'detail', 'collaboration', 'announced', 'academic', 'marianedu', 'ancillaedu']"
Becker College,"Becker College in Massachusetts, citing a shaky financial situation made worse by the coronavirus pandemic, has announced that it is closing permanently at the end of the current academic year. The private Worcester school's trustees made the decision Sunday, the college posted on its website Monday. 'Particularly as a Becker alumna myself, this was an exceptionally painful decision for the board to come to, but one that followed many months of striving for a viable, sustainable, and responsible path to address the increasing financial pressures on our college,' trustees chair Christine Cassidy said in the statement. This year's graduation is scheduled for May, and the school will continue to provide academic support and transitional services to students through Aug. 31. Enrollment fell in 2018 and 2019, and, in response, the school took measures to ease the financial strain, including renegotiating contracts with vendors, selling some assets, consolidating departments, and reducing staff and pay, the statement said. The school had fewer than 1,700 undergraduate and graduate students enrolled, according to its fall 2020 institutional profile. The COVID-19 crisis made things worse through an 'unanticipated and significant drop in the number of students,' Becker said. 'This loss of revenue had a dramatic impact on the ability of the college to continue to maintain financial day-to-day college operations,' the statement said. Becker also looked at mergers that didn't pan out, Cassidy wrote. In conjunction with Becker's announcement, Clark University said Monday it is establishing the Becker School of Design & Technology to house Becker's renowned game design program. Many of the program's faculty and students are expected to transition to Clark, also in Worcester. Clark intends to operate the school in facilities at Becker's campus for at least a year. Becker traces its roots to 1784 when Leicester Academy was founded. Becker's Business College was founded in 1887 and the two institutions merged in 1977, according to the school's website.","['citing', 'shaky', 'financial', 'situation', 'made', 'worse', 'coronavirus', 'pandemic', 'announced', 'closing', 'permanently', 'end', 'current', 'academic', 'private', 'worcester', 'school', 'trustee', 'made', 'decision', 'posted', 'website', 'particularly', 'alumna', 'exceptionally', 'painful', 'decision', 'board', 'come', 'one', 'followed', 'many', 'month', 'striving', 'viable', 'sustainable', 'responsible', 'path', 'address', 'increasing', 'financial', 'pressure', 'trustee', 'chair', 'christine', 'cassidy', 'statement', 'year', 'graduation', 'scheduled', 'continue', 'provide', 'academic', 'support', 'transitional', 'service', 'student', 'enrollment', 'fell', 'response', 'took', 'measure', 'ease', 'financial', 'strain', 'including', 'renegotiating', 'contract', 'vendor', 'selling', 'asset', 'consolidating', 'department', 'reducing', 'staff', 'pay', 'statement', 'fewer', 'undergraduate', 'graduate', 'student', 'enrolled', 'fall', 'institutional', 'profile', 'covid', 'crisis', 'made', 'thing', 'worse', 'unanticipated', 'significant', 'drop', 'number', 'student', 'loss', 'revenue', 'dramatic', 'impact', 'ability', 'continue', 'maintain', 'financial', 'daytoday', 'operation', 'statement', 'looked', 'merger', 'didnt', 'pan', 'cassidy', 'wrote', 'conjunction', 'beckers', 'announcement', 'clark', 'establishing', 'design', 'technology', 'house', 'beckers', 'renowned', 'game', 'design', 'program', 'many', 'program', 'faculty', 'student', 'expected', 'transition', 'clark', 'worcester', 'clark', 'intends', 'operate', 'facility', 'beckers', 'least', 'trace', 'root', 'leicester', 'academy', 'founded', 'beckers', 'business', 'founded', 'two', 'institution', 'merged', 'school', 'website']"
Bloomfield College,"Bloomfield is unique, calling itself the only four-year predominantly Black, Hispanic-serving and minority-serving institution in New Jersey. Pandemic-induced enrollment declines, like at many small private institutions that serve disadvantaged students, shook Bloomfield's finances. Bloomfieldenrolled 1,299 undergraduatesand a single graduate student in 2021, down from 18 graduate students and 1,824 undergraduates in 2017. The college is highly tuition dependent, and the downturn likely affected its bottom line ""for years to come,"" officials said in October. At the time, Bloomfield pitched itself to potential partners by citing its record of promoting economic mobility among its students, more than 85% of whom are of color. More than 70% of its students are eligible for federal Pell Grants, a statistic that serves as a proxy for low-income status. The median family income among students is less than $32,000 a year. Bloomfield's plea was unusual. Acquisition or merger deals are typically struck much more privately, in part to avoid anxiety among students and employees. Yet it was successful. More than 30 interested institutions reached out to Bloomfield to assist, its president, Marcheta Evans, said in an emailed statement. Evans said the college benefitted by publicly sharing the college's financial situation. ""When I became president of Bloomfield College, I expressed to the campus community that I would be transparent,"" Evans said. ""Sharing the college's financial challenges was in keeping with that promise. Being up front about the college's need for help expedited our efforts to connect with other higher education institutions that were attracted to all Bloomfield has to offer."" And not only will Bloomfield now have the money necessary to keep its doors open from Montclair State, New Jersey Gov. Phil Murphy, a Democrat, proposed a $5 million line item for the college in the state's 2023 budget. This funding, if the Legislature approves it, would help cushion the financial blow Bloomfield has taken. In December, the two presidents of the institutions signed a nonbinding letter of intent to develop a permanent partnership, such as a merger. Montclair State President Jonathan G.S. Koppell said in a statement the two institutions' missions are ""closely aligned."" Theuniversity's enrollment totalsabout 16,000 students. About 30% of them are Hispanic or Latino, 13% are Black and 40% are White. ""We are both committed to providing access to high-quality educational experiences to students who are often marginalized,"" Koppell said. ""So this response to financial adversity is borne of the conviction that together, we can make an even greater impact on the communities we serve. This is what it means to be New Jersey's premier public service university: turning challenge into opportunity through collaboration and innovation."" The deal could serve as a model for other financially floundering institutions. Robert Kelchen, a higher education professor at the University of Tennessee, Knoxville,wrote on Twitterit was ""big news"" and that he expects to see more ""public universities essentially acquiring small private colleges in the coming years."" Other consolidations have moved forward in recent weeks. The University of San Francisco plans to acquire the San Francisco Art Institute,the two institutions said last month. Andan accreditor recently approvedthree mergers in Pennsylvania, two with the state's public higher ed network, the Pennsylvania State System of Higher Education, which will turn six institutions into two. The third is the merger of the University of the Sciences, the U.S.'s first pharmacy college, with Saint Joseph's University.","['unique', 'calling', 'fouryear', 'predominantly', 'black', 'hispanicserving', 'minorityserving', 'institution', 'pandemicinduced', 'enrollment', 'decline', 'like', 'many', 'small', 'private', 'institution', 'serve', 'disadvantaged', 'student', 'shook', 'bloomfield', 'finance', 'bloomfieldenrolled', 'undergraduatesand', 'single', 'graduate', 'student', 'graduate', 'student', 'undergraduate', 'highly', 'tuition', 'dependent', 'downturn', 'likely', 'affected', 'bottom', 'line', 'year', 'come', 'official', 'time', 'pitched', 'potential', 'partner', 'citing', 'record', 'promoting', 'economic', 'mobility', 'among', 'student', 'color', 'student', 'eligible', 'federal', 'pell', 'grant', 'statistic', 'serf', 'proxy', 'lowincome', 'status', 'median', 'family', 'income', 'among', 'student', 'less', 'bloomfield', 'plea', 'unusual', 'acquisition', 'merger', 'deal', 'typically', 'struck', 'much', 'privately', 'part', 'avoid', 'anxiety', 'among', 'student', 'employee', 'successful', 'interested', 'institution', 'reached', 'assist', 'president', 'marcheta', 'emailed', 'statement', 'benefitted', 'publicly', 'sharing', 'college', 'financial', 'situation', 'became', 'president', 'expressed', 'community', 'would', 'transparent', 'sharing', 'college', 'financial', 'challenge', 'keeping', 'promise', 'front', 'college', 'need', 'help', 'expedited', 'effort', 'connect', 'higher', 'education', 'institution', 'attracted', 'offer', 'money', 'necessary', 'keep', 'door', 'open', 'montclair', 'gov', 'phil', 'murphy', 'democrat', 'proposed', 'million', 'line', 'item', 'state', 'budget', 'funding', 'legislature', 'approves', 'would', 'help', 'cushion', 'financial', 'blow', 'taken', 'two', 'president', 'institution', 'signed', 'nonbinding', 'letter', 'intent', 'develop', 'permanent', 'partnership', 'merger', 'montclair', 'president', 'jonathan', 'koppell', 'statement', 'two', 'institution', 'mission', 'closely', 'aligned', 'theuniversitys', 'enrollment', 'totalsabout', 'student', 'hispanic', 'latino', 'black', 'white', 'committed', 'providing', 'access', 'highquality', 'educational', 'experience', 'student', 'often', 'marginalized', 'koppell', 'response', 'financial', 'adversity', 'borne', 'conviction', 'together', 'make', 'greater', 'impact', 'community', 'serve', 'mean', 'jersey', 'premier', 'public', 'service', 'turning', 'challenge', 'opportunity', 'collaboration', 'innovation', 'deal', 'could', 'serve', 'model', 'financially', 'floundering', 'institution', 'kelchen', 'higher', 'education', 'professor', 'knoxvillewrote', 'twitterit', 'big', 'news', 'expects', 'see', 'public', 'university', 'essentially', 'acquiring', 'small', 'private', 'college', 'coming', 'year', 'consolidation', 'moved', 'forward', 'recent', 'week', 'plan', 'acquire', 'art', 'institutethe', 'two', 'institution', 'last', 'andan', 'accreditor', 'recently', 'approvedthree', 'merger', 'two', 'state', 'public', 'higher', 'network', 'system', 'higher', 'education', 'turn', 'six', 'institution', 'two', 'third', 'merger', 'science', 'us', 'first', 'pharmacy', 'saint', 'joseph']"
