totalEnrollment,statePopulation,stateBirthRate,stateFertilityRate,statePercentOfTotalBirths,regionPopulation,regionBirthRate,regionFertilityRate,regionPercentOfTotalBirths,stateUnemploymentRate,stateHighSchoolACGR,endowmentMedian,stateTwoYearStudentShareMedian,stateFourYearStudentShareMedian,stateTwoYearAppropriationsPerFTEMedian,stateFourYearAppropriationsPerFTEMedian,stateTwoYearNetTuitionRevenuePerFTEMedian,stateFourYearNetTuitionRevenuePerFTEMedian,statePopulation18to24yoMedian,statePopulation25yoAndOverMedian,statePopulation18to24yoHighSchoolGradMedian,statePopulation25yoAndOverHighSchoolGradMedian,statePopulation18to24yoSomeCollegeOrHigherMedian,statePopulation25yoAndOverSomeCollegeOrHigherMedian,statePerCapitaPersonalIncomeMedian,locationType_Rural,locationType_Suburb,locationType_Town,locationTypeKind_Fringe,locationTypeKind_Large,locationTypeKind_Midsize,locationTypeKind_Remote,locationTypeKind_Small,typeOwned_Public,level_4-year,level_graduate school,level_seminary ,hasUndergraduate_True,hasGraduate_True,hasReligionAffiliation_True,hasSpecialDemographic_True,carnegieAward_Baccalaureate Colleges,carnegieAward_Baccalaureate/Associate's Colleges,carnegieAward_Baccalaureate/Associates Colleges,carnegieAward_Doctoral Universities,carnegieAward_Doctoral/Professional Universities,carnegieAward_Master's Colleges & Universities,carnegieAward_Masters Colleges & Universities,carnegieAward_Special Focus Four-Year,carnegieAward_Special Focus Institutions,"carnegieProgram_Arts, Music & Design Schools",carnegieProgram_Business & Management Schools,carnegieProgram_Diverse Fields,carnegieProgram_Faith-Related Institutions,carnegieProgram_High Research Activity,carnegieProgram_High Transfer-High Nontraditional,carnegieProgram_Larger Programs,carnegieProgram_Medium Programs,carnegieProgram_Mixed Baccalaureate/Associate's,carnegieProgram_Mixed Baccalaureate/Associates,carnegieProgram_Mixed Transfer/Career & Technical-High Traditional,carnegieProgram_Other Health Professions Schools,carnegieProgram_Small Programs,carnegieProgram_Very High Research Activity,isMerged_FALSE,isMerged_TRUE,name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2183133616501256,-0.2344310472956419,-0.41508501856506147,-2.016465143983712,0.0,0.0,-0.26332887992479087,-0.305790954734262,0.0,-0.8742194463501316,-1.0472315361638955,0.0,0.0,0.0,0.0,0.0,0.0,-0.3185395660645517,-0.3527488914216727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Compass College of Film and Media
0.0,0.0,0.0,0.0,0.0,-0.4300747166144022,0.0,0.0,-0.31884349464433764,0.0,0.0,0.0,0.0,-0.24562890457952857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37593669335084234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9823229026074801,0.0,0.0,0.0,0.0,-0.44447214111767747,0.0,0.0,0.0,0.0,0.0,-0.3665889002113276,0.0,0.0,0.0,-0.28296519094182987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23024889611561855,-0.36907200597080153,Concordia College
0.0,0.0,-0.21652609092663072,0.0,0.0,-0.1794657572719621,0.0,0.0,-0.09397530123050525,-0.35907153308702455,-2.8864014750719367,0.0,0.0,0.0,-0.356183951152433,0.0,-0.6537828877499642,-1.0977436193069203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10442863044869224,0.0,0.0,0.0,0.0,-0.09857459990777784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finlandia University
0.0,0.0,-1.0905486977555023,-0.914561359543313,0.0,-0.8736569219520843,0.0,0.0,-0.8261362784402975,-0.6987716187766742,-1.0048988105257222,0.0,0.0,0.0,-0.730270286417771,0.0,0.0,0.0,0.0,0.0,0.0,-0.8348006951709664,0.0,0.0,-0.5442975501442833,0.0,-0.5282116274272318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fontbonne University
0.0,0.0,-0.028780506238763534,0.0,0.0,0.0,-0.012878828579440782,0.0,0.0,0.0,0.0,0.0,0.0,-0.6885311057602509,0.0,0.0,0.0,0.0,0.0,-0.12008141456923868,0.0,-0.06239819725837154,0.0,-0.03930080758052517,0.0,0.0,0.0,0.0,0.0,-0.02037658656851271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01943984064810458,0.0,0.0,0.0,0.0,-0.02765733584869098,0.0,0.0,-0.02670922310194711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hodges University
0.0,0.0,0.6686698266537823,0.3146064364109712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9243251803511479,0.3050764565906254,0.7075563939561488,0.650182214016797,0.6099210301341579,0.2205149514662992,0.0,0.0,0.0,0.0,0.3000304883277235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529631759385005,Holy Family College
0.0,-0.836342386698247,0.0,0.0,-0.7556006159629297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0145772028957065,0.0,0.0,0.0,-0.5653817168893367,0.0,-0.4041900497771769,-0.5442057632480862,-1.099763978071502,0.0,-0.550514375693674,-0.8783346050585072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3972431518586799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holy Names University
2.922392450495813,0.0,3.005401300708766,0.0,0.0,0.0,0.0,0.8062576482197961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13179479296073238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663585617770999,0.0,0.0,0.0,0.0,0.12793623730620673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25335698486448505,0.0,0.0,0.12730770082187162,0.0,0.0,0.22053698203467262,0.19250349465670996,Independence University
1.5280668433052602,0.0,0.0,0.0,0.08161157798475581,0.0,0.11617817349666501,0.0,0.0,0.0,0.0,-7.514579087441913,0.0,0.0,0.0,0.1763585391232693,0.0,0.0,0.11445647987698056,0.07574585224246441,0.0,0.0,0.11790200856203042,0.11644293874701184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14166282794963034,Indiana University-Purdue University Indianapolis
0.0,-0.48859272471206294,-0.5941789502555805,-0.6860165432792837,0.0,-0.6358462357468828,0.0,0.0,-0.5938851928676281,-1.6134851981700589,-1.4946062961148558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47877566200739374,-1.082609153062448,0.0,-0.3781578899376523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iowa Wesleyan University
0.0,-0.06420150971262784,0.0,0.0,-0.10860177829860902,0.0,0.0,0.0,0.0,0.0,0.0,0.20453307671819676,0.0,-0.5842830404097543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20872137516270153,0.0,0.0,0.0,0.0,-0.030447549561298217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048459268476126346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051339230713532746,0.0,0.0,0.0,0.0,-0.06014934724657751,0.0,0.0,0.0,0.0,0.0,0.0,-0.09448382329081535,0.0,0.0,0.0,0.0,0.0,Johnson University Florida
0.0,0.0,-0.4015481492697346,-0.38006986543468574,0.0,0.6667597156607412,0.0,0.0,0.6637425185477344,-0.2043829050195498,0.0,0.0,-0.40317308629643095,0.0,0.0,0.0,-0.46029807398482214,-0.8213410530473793,0.0,0.0,0.0,0.0,0.0,0.0,-0.5369474137328805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16889553357683842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Judson College
0.0,0.0,0.0,0.0,0.0,-0.33106661676806226,-0.6440410476388313,-0.8864545120941302,-0.47925518079754353,0.0,-0.39438812860367195,0.0,0.0,-0.7350591125841309,-1.5190890912121253,-3.1445486376655425,-0.5163275954360408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3959239233537668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lincoln Christian University
0.0,0.0,0.0,0.0,0.0,0.0,-0.521325010786815,-0.7361193434938219,-0.699559419537541,-0.47500961556559673,0.0,0.0,0.0,-0.453976759770781,-1.8049697764245594,-2.7487594449020456,-0.7786516915121237,-0.32480636680666836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5029764173538923,0.0,0.0,0.0,0.0,0.0,0.0,Lincoln College
0.0,0.0,0.0,0.0,0.0,-0.6174296342704432,0.0,0.0,-0.36692145241379714,0.0,-0.4576782557993975,0.0,0.0,-0.6438756691277324,-1.7728294861414982,-2.808701815652599,-1.0412071229149695,0.0,0.0,0.0,0.0,0.0,0.0,-0.31719018898778784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4481399542194886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5721802666261335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MacMurray College
0.0,0.12885488395272082,0.9289485932177522,0.6960965442976357,0.0,0.0,0.0,0.0,0.0,0.13089939767194583,0.0,0.0,0.0,0.0,0.0,0.261841980122665,0.0,0.0,0.17338898331551159,0.17736774870472266,0.13716814586184561,0.17962306937310782,0.13965680732824656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Magdalen College of the Liberal Arts
0.0,0.17517793080431793,0.7747699619648639,0.6952211721423909,0.0,0.0,0.0,0.0,0.0,0.22398804015567997,0.0,0.0,0.0,0.0,0.0,0.1581640880728017,0.0,0.0,0.16235366861976355,0.19776040430418332,0.16113787288003165,0.24202380494881387,0.1632492099533076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlboro College
0.0,0.0,0.0,0.0,0.0,3.312544069446248,0.7659616097969698,0.0,2.9390575644563683,0.0,0.0,0.0,0.6633632945755082,0.0,0.0,0.2932367992427401,1.3408027756732148,0.5588071503446107,0.34354762087204405,0.0,0.0,0.0,0.0,0.0,0.3844819741930152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3520432952454354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martin Methodist College (UT Southern)
0.0,-0.8964891791842913,0.0,0.0,-0.6250930193845807,0.0,0.0,-0.6224364928146069,0.0,0.0,0.0,0.0,0.0,0.0,-0.5953900743535447,0.0,0.0,0.0,-0.7838115456975934,-0.5290305417785666,-0.807156903230699,0.0,-0.8131793550249018,-0.7362828872732069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6372838474118542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marymount California University
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1390779508402766,0.0,0.0,0.0,0.0,0.0,0.9506095221553512,0.0,0.9365466261767691,0.0,0.0,0.0,0.0,0.0,0.0,1.0079874613845639,1.0714029619265664,1.0062749364031602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1502722601444382,0.0,0.0,0.0,0.0,0.7207387295320498,0.0,0.8757392393793921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0951964659035855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medaille University
0.0,-0.7184047230309312,0.0,0.0,-0.6542349491693452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.778320288928472,0.0,0.0,0.0,-0.6526107840525102,0.0,-0.46763275471520593,-0.655873925626412,-0.92719027130835,-0.5001404071477575,-0.6336779212328649,-1.0580678209419974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mills College
0.0,0.0,0.0,0.08497162816613925,0.0,0.0,0.0,0.0,0.0,0.0,-0.3781656407648801,0.0,0.0,0.0,-0.19571378736447068,0.175434026407201,0.11873561012900784,-0.3328944845797245,0.0,0.0926160279616756,0.13049567122713351,0.0810584989858073,0.0,0.17730860367826473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Multnomah University
-0.619001223035411,0.0,-1.7643265573025493,-1.5693475428954025,0.0,-0.8729439391497509,0.0,-0.5352548095537465,-0.8601761025356803,-0.5413012938120971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5523614081333053,0.0,0.0,-0.341639175975172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38980179376073026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nebraska Christian College
0.0,0.0,0.0,0.0,0.0,0.0,0.4258378789119186,0.6730259328403928,0.0,0.9952105011106179,0.755438697384648,0.0,0.0,0.0,0.7553818170920719,0.5607927759066267,0.47540998717679,0.4689937855457817,0.0,0.0,0.0,0.448716728973392,0.0,0.0,0.3950380489039139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notre Dame College
0.0,0.0,1.0173163193708739,0.0,0.0,2.399188793987109,0.8612427983169682,0.0,2.055758399628552,0.0,0.7925472134114361,0.0,0.0,0.0,0.0,0.622391307520195,0.0,0.9393994685697784,0.0,0.0,0.0,0.0,0.5168862059286372,0.0,1.0568699520498506,0.0,0.0,0.0,0.6922456950627538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio Valley University
0.0,0.0,0.0,0.2640607642108991,0.14747798415909508,0.0,0.0,0.0,0.0,0.0,-0.3214453110301105,0.0,0.0,-0.16921876949469816,0.0,0.2074939814868243,0.10408638648204444,-0.3161338723973858,0.0,0.0,0.103645184441352,0.0,0.11596511643623258,0.0,-0.1820853104480991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pacific Northwest College of Art
