index,name,yearEstablished,state,stateAbbr,locationType,locationTypeKind,Public/ Private,type,level,hasUndergrad,hasGrad,totalEnrollment,hasReligionAffiliation,religionAffiliation,hasSpecialDemographic,specialDemographic,Carnegie Classification,Carnegie Classification 2,yearClosed,isMerged,mergingInstitutionPopulation,mergingInstitutionType,mergingInstitutionLocationType,mergingInstitutionReligiousAffiliation,reasonFinancial,reasonEnrollment,reasonPandemic,reasonMutualBenefit,EndowmentMedian2018,EndowmentMedian2019,EndowmentMedian2020,EndowmentMedian2021,EndowmentMedian2022,EndowmentMedian2023,EndowmentMedian2024,region,Births,Total Population,Birth Rate,Female Population,Fertility Rate,percentOfTotalBirths,regionBirths,regionPopulation,regionBirthRate,regionFemalePopulation,regionFertilityRate,regionPercentOfTotalBirths,unemploymentRate,perCapitaPersonalIncome2018,perCapitaPersonalIncome2019,perCapitaPersonalIncome2020,perCapitaPersonalIncome2021,perCapitaPersonalIncome2022,perCapitaPersonalIncome2023,perCapitaPersonalIncome2024,highSchoolACGR,twoYearStudentShare2019,fourYearStudentShare2019,twoYearStudentShare2020,fourYearStudentShare2020,twoYearStudentShare2021,fourYearStudentShare2021,twoYearStudentShare2022,fourYearStudentShare2022,twoYearStudentShare2023,fourYearStudentShare2023,twoYearStudentShare2024,fourYearStudentShare2024,fourYearAppropriationsPerFTE2019,twoYearAppropriationsPerFTE2019,fourYearNetTuitionRevenuePerFTE2019,twoYearNetTuitionRevenuePerFTE2019,fourYearAppropriationsPerFTE2020,twoYearAppropriationsPerFTE2020,fourYearNetTuitionRevenuePerFTE2020,twoYearNetTuitionRevenuePerFTE2020,fourYearAppropriationsPerFTE2021,twoYearAppropriationsPerFTE2021,fourYearNetTuitionRevenuePerFTE2021,twoYearNetTuitionRevenuePerFTE2021,fourYearAppropriationsPerFTE2022,twoYearAppropriationsPerFTE2022,fourYearNetTuitionRevenuePerFTE2022,twoYearNetTuitionRevenuePerFTE2022,fourYearAppropriationsPerFTE2023,twoYearAppropriationsPerFTE2023,fourYearNetTuitionRevenuePerFTE2023,twoYearNetTuitionRevenuePerFTE2023,fourYearAppropriationsPerFTE2024,twoYearAppropriationsPerFTE2024,fourYearNetTuitionRevenuePerFTE2024,twoYearNetTuitionRevenuePerFTE2024,population18to24yo_2018,population18to24yoHighSchoolGrad_2018,population25yoAndOver_2018,population25yoAndOverHighSchoolGrad_2018,population18to24yoSomeCollegeOrHigher_2018,population25yoAndOverSomeCollegeOrHigher_2018,population18to24yo_2019,population18to24yoHighSchoolGrad_2019,population25yoAndOver_2019,population25yoAndOverHighSchoolGrad_2019,population18to24yoSomeCollegeOrHigher_2019,population25yoAndOverSomeCollegeOrHigher_2019,population18to24yo_2020,population18to24yoHighSchoolGrad_2020,population25yoAndOver_2020,population25yoAndOverHighSchoolGrad_2020,population18to24yoSomeCollegeOrHigher_2020,population25yoAndOverSomeCollegeOrHigher_2020,population18to24yo_2021,population18to24yoHighSchoolGrad_2021,population25yoAndOver_2021,population25yoAndOverHighSchoolGrad_2021,population18to24yoSomeCollegeOrHigher_2021,population25yoAndOverSomeCollegeOrHigher_2021,population18to24yo_2022,population18to24yoHighSchoolGrad_2022,population25yoAndOver_2022,population25yoAndOverHighSchoolGrad_2022,population18to24yoSomeCollegeOrHigher_2022,population25yoAndOverSomeCollegeOrHigher_2022,population18to24yo_2023,population18to24yoHighSchoolGrad_2023,population25yoAndOver_2023,population25yoAndOverHighSchoolGrad_2023,population18to24yoSomeCollegeOrHigher_2023,population25yoAndOverSomeCollegeOrHigher_2023
11.0,Compass College of Film and Media,1997.0,Michigan,MI,City,Midsize,Private,Nonprofit,4-year,,,114.0,1.0,Christian,0.0,,Special Focus Four-Year,"Arts, Music & Design Schools",2023.0,Yes,3231,private nonprofit,City: Midsize,Christian Reformed Church,0.0,0.0,0.0,1.0,,,,,,,,Midwest,628417.0,60071512.0,10.46,11321208.0,55.51,2.85,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,5.5,47508.0,49057.0,56065.0,59953.0,58800.0,61495.0,63816.0,81.0,0.394102585019481,0.743472444051968,0.382316988335313,0.746475256650925,0.324003602738521,0.735886836650953,0.307078586605471,0.692475780692521,0.301607508488779,0.713339584293587,0.281717926939135,0.716718277510671,5513.253842338126,8284.417689530686,15978.6043011785,5388.553154547018,5608.259628132709,9168.295361805056,16512.89333724378,5674.747410402703,6003.198860502822,10710.37032222754,16726.44772121298,5133.457197587936,7708.980681041634,11384.45558081977,17358.90079639666,5045.193381894279,7213.204354572871,12585.9878318926,17949.68511099032,5435.379787135395,7275.017330439173,13840.37799709493,18406.1924084391,5428.344578864636,989175.0,293587.0,6772215.0,1966809.0,569252.0,4163870.0,973907.0,296389.0,6813480.0,1967316.0,554705.0,4219974.0,958470.0,299275.0,6853674.0,1955654.0,540352.0,4301707.0,950524.0,305689.0,6923132.0,1971279.0,530378.0,4368952.0,970018.0,323186.0,6938439.0,1970618.0,530911.0,4395419.0,929350.0,319589.0,6967452.0,1964538.0,498409.0,4438012.0
12.0,Concordia College,1881.0,New York,NY,Suburb,Large,Private,Nonprofit,4-year,,,2418.0,1.0,Lutheran,0.0,,Baccalaureate Colleges,Diverse Fields,2021.0,Yes,3621,private nonprofit,Suburb: Large,Catholic,1.0,0.0,1.0,0.0,12661592.0,13291392.0,14216528.0,0.0,0.0,0.0,0.0,Northeast,1279243.0,117416826.0,10.89,23255110.0,55.01,5.79,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,4.2,64953.0,66981.0,72301.0,78501.0,79182.0,82699.0,87061.0,87.0,0.319176625274596,0.338121397700166,0.320485681192228,0.333944812419416,0.316172147567204,0.323284166365586,0.30269033618776,0.318614252950784,0.297161654277955,0.324463325720936,0.305294744760275,0.299037635834988,13905.27411277699,9263.23753028816,7103.524274812894,4342.695923486541,14214.10919212851,9651.185525634386,7126.628718435063,4551.878719674939,13700.20766269627,10291.78969515402,6544.933623738598,4758.474283623391,14814.32229096918,11931.37907173214,6927.139656427767,5179.209940475806,16246.53910687995,12762.62252591281,7803.286351106238,5396.065888848378,17816.88473964304,12332.13857261348,7600.863274355621,5419.474042376715,1870478.0,492098.0,13606342.0,3556251.0,1159880.0,8210242.0,1831883.0,490373.0,13631937.0,3541274.0,1136076.0,8294069.0,1794550.0,486734.0,13649157.0,3474389.0,1115411.0,8430878.0,1816269.0,502020.0,14081080.0,3553598.0,1124221.0,8757825.0,1844128.0,527054.0,14021808.0,3494392.0,1129113.0,8786629.0,1766904.0,520830.0,13996138.0,3437438.0,1074524.0,8860163.0
13.0,Finlandia University,1896.0,Michigan,MI,Town,Remote,Private,Nonprofit,4-year,,,478.0,1.0,Evangelical Lutheran,0.0,,Baccalaureate Colleges,Diverse Fields,2023.0,No,,,,,1.0,1.0,0.0,0.0,7958061.0,5704166.0,5786875.0,5971713.0,5971714.0,0.0,0.0,Midwest,628417.0,60071512.0,10.46,11321208.0,55.51,2.85,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,5.5,47508.0,49057.0,56065.0,59953.0,58800.0,61495.0,63816.0,81.0,0.394102585019481,0.743472444051968,0.382316988335313,0.746475256650925,0.324003602738521,0.735886836650953,0.307078586605471,0.692475780692521,0.301607508488779,0.713339584293587,0.281717926939135,0.716718277510671,5513.253842338126,8284.417689530686,15978.6043011785,5388.553154547018,5608.259628132709,9168.295361805056,16512.89333724378,5674.747410402703,6003.198860502822,10710.37032222754,16726.44772121298,5133.457197587936,7708.980681041634,11384.45558081977,17358.90079639666,5045.193381894279,7213.204354572871,12585.9878318926,17949.68511099032,5435.379787135395,7275.017330439173,13840.37799709493,18406.1924084391,5428.344578864636,989175.0,293587.0,6772215.0,1966809.0,569252.0,4163870.0,973907.0,296389.0,6813480.0,1967316.0,554705.0,4219974.0,958470.0,299275.0,6853674.0,1955654.0,540352.0,4301707.0,950524.0,305689.0,6923132.0,1971279.0,530378.0,4368952.0,970018.0,323186.0,6938439.0,1970618.0,530911.0,4395419.0,929350.0,319589.0,6967452.0,1964538.0,498409.0,4438012.0
14.0,Fontbonne University,1923.0,Missouri,MO,Suburb,Large,Private,Nonprofit,4-year,,,944.0,1.0,Roman Catholic,0.0,,Master's Colleges & Universities,Medium Programs,2025.0,No,,,,,1.0,1.0,0.0,0.0,14669491.0,15210260.0,15252781.0,17302502.0,14138749.0,12923061.9995117,10325215.7990722,Midwest,420242.0,36957728.0,11.37,7119267.0,59.03,1.9,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.9,47388.0,49173.0,54330.0,59202.0,60469.0,63390.0,65415.0,90.0,0.303594436110713,0.554760969973304,0.282349932837393,0.52214401381573,0.261464384123713,0.483796057622182,0.230441965226767,0.485114966215978,0.257302874273735,0.557552976300883,0.25195072916606,0.563784053016873,6223.428129124773,5666.717443319669,7754.295541577721,2470.37642432862,7255.164527546387,7211.121089201149,7927.578259626041,2837.120274047046,8468.861857749567,8608.83623182419,7937.176846137476,3047.793518671514,8792.713211734086,10918.4826735117,8284.328525358524,3269.508589199329,7143.713724018019,10343.2031913128,9002.205089702047,3583.339450411362,7441.157820982694,11380.12539960331,9617.269025733493,3832.94390386186,580161.0,177040.0,4124838.0,1266430.0,328953.0,2427879.0,573249.0,179190.0,4150049.0,1270622.0,322802.0,2461161.0,567945.0,184470.0,4176792.0,1275987.0,317103.0,2507760.0,561340.0,185856.0,4187819.0,1276601.0,310654.0,2533679.0,580838.0,195757.0,4199109.0,1280433.0,319886.0,2553713.0,564178.0,197116.0,4217432.0,1279442.0,305441.0,2583258.0
15.0,Hodges University,1990.0,Florida,FL,City,Small,Private,Nonprofit,4-year,,,443.0,0.0,,1.0,Military/Veteran,Master's Colleges & Universities,Small Programs,2024.0,No,,,,,1.0,0.0,0.0,0.0,2826636.0,2898507.0,2955963.0,2968254.0,2923606.0,2854597.79985046,0.0,South,1313318.0,131147051.0,10.01,23772622.0,55.24,5.95,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.7,52049.0,54246.0,58119.0,64409.0,65874.0,68695.0,71040.0,87.0,0.365265363092864,0.183260835102151,0.353393745166315,0.161530600512667,0.336059415085629,0.153180119942194,0.315825186552461,0.160106665316133,0.305363551063741,0.14033862098108,0.287770043055621,0.121996783428588,11133.8414518093,4487.681235610252,2498.223631296921,2582.487894401814,11369.25743044058,4632.32749582921,2190.280266930501,2531.734808239751,11426.55832315377,5030.911570806093,2066.934912236223,2546.440507249109,12119.57517177363,5631.63049918613,2310.322853712429,2599.643713918109,12998.78752718869,6108.412324566665,2122.035443855356,2685.270088616326,15162.56217877338,6741.36170781805,2106.807559965089,2723.785948621393,1762860.0,537561.0,14686727.0,4231678.0,951704.0,8685560.0,1753429.0,540717.0,14965745.0,4276237.0,948687.0,8921925.0,1747154.0,553823.0,15255326.0,4308542.0,941986.0,9194986.0,1729159.0,562927.0,15349290.0,4282929.0,923967.0,9383856.0,1819253.0,603531.0,15579847.0,4316799.0,974822.0,9592176.0,1773216.0,598276.0,15850299.0,4346402.0,947717.0,9860460.0
16.0,Holy Family College,1935.0,Wisconsin,WI,Town,Distant,Private,Nonprofit,4-year,,,534.0,1.0,Catholic,0.0,,Masters Colleges & Universities,Small Programs,2020.0,No,,,,,1.0,1.0,1.0,0.0,7048441.0,7050629.0,0.0,0.0,0.0,0.0,0.0,Midwest,369546.0,35168059.0,10.51,6601801.0,55.98,1.67,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.3,51204.0,52932.0,57292.0,62713.0,62898.0,65848.0,68347.0,90.0,0.197554155670833,0.621340722207562,0.168298403058561,0.624332641243851,0.157908117818982,0.601071384139845,0.151027906170747,0.595107790037407,0.145174194789221,0.613409556957027,0.150049152517013,0.605136240792512,5142.666671511628,11039.17300913204,8438.584265988373,2717.734185472007,5127.979132537914,12437.12952078863,8522.339461861338,2516.706766800386,5905.467953293174,13782.56374560124,8897.852035572558,2584.490773324178,6255.9829557539,13955.92757061183,9195.000792073399,2482.689990613534,6148.822223044475,14025.16030394428,9756.439621105603,2381.878672243422,6652.688282312554,13845.76734384084,10195.37165528427,2444.312705897552,558562.0,177830.0,3930889.0,1216570.0,319842.0,2397145.0,554108.0,177163.0,3955705.0,1211981.0,317229.0,2435508.0,550536.0,176425.0,3982118.0,1205321.0,315122.0,2481590.0,551032.0,182125.0,4027685.0,1209751.0,309244.0,2532659.0,565156.0,192847.0,4047831.0,1211254.0,312313.0,2557172.0,548130.0,194507.0,4069583.0,1207407.0,296909.0,2592745.0
17.0,Holy Names University,1868.0,California,CA,City,Large,Private,Nonprofit,4-year,,,1212.0,1.0,Roman Catholic,0.0,,Master's Colleges & Universities,Small Programs,2023.0,No,,,,,1.0,1.0,0.0,0.0,51917540.0,54171145.0,54619996.0,65883224.0,57903967.0,0.0,0.0,West,2561478.0,235669717.0,10.87,48016877.0,53.35,11.6,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,5.3,62167.0,65254.0,72352.0,78893.0,78356.0,81691.0,86834.0,87.0,0.0663481794444579,0.437179018650531,0.0639342019242999,0.430512319495541,0.0564649569981763,0.394138599176513,0.0473274734193507,0.364914104716416,0.0532828296454984,0.349392279302006,0.0525881847774574,0.33714038729625,10388.09365276867,10801.55757999399,8069.096105618215,767.5920132310735,10830.86579903077,10710.96860767353,8187.747192626317,731.5695447644778,10763.09820438927,13235.28652128942,7001.852970516516,792.0531302213708,12469.80164414525,16038.02895562432,7165.025293047439,796.7474320063013,13669.13700056634,14445.00935271975,7340.661324454512,812.9893453610767,14394.88282684835,13381.42160919109,7321.454314485081,742.765353843413,3856220.0,1152682.0,26218885.0,5391120.0,2254937.0,16352200.0,3789808.0,1151505.0,26471543.0,5423462.0,2220041.0,16629406.0,3724239.0,1164734.0,26665143.0,5431385.0,2176408.0,16947220.0,3665851.0,1177389.0,26797070.0,5477154.0,2123689.0,17083881.0,3738836.0,1238968.0,26842698.0,5485499.0,2135783.0,17171489.0,3572575.0,1217568.0,26941198.0,5496195.0,2010668.0,17295857.0
18.0,Independence University,1978.0,Utah,UT,Suburb,Large,Private,Nonprofit,4-year,,,11578.0,0.0,,0.0,,Special Focus Four-Year,Other Health Professions Schools,2021.0,No,,,,,0.0,0.0,0.0,0.0,,,,,,,,West,277236.0,19753451.0,14.03,4341180.0,63.86,1.26,5153390.0,471302990.0,10.93,94808378.0,54.36,23.34,3.1,46220.0,48748.0,53205.0,59964.0,62056.0,64708.0,66966.0,88.0,0.242090260332787,0.48075689214497,0.226775370086825,0.468047036603291,0.229894481402671,0.451150533406079,0.240254344543199,0.468459682833665,0.198445465731432,0.440001988400713,0.171954677935472,0.405046774585178,7645.872934389362,8877.628096934035,7079.162061210521,2835.677105915144,8372.414437177482,9802.245698471905,7366.598244915015,2874.853968635945,8233.293108720163,9671.186795360532,6767.711009612628,2887.075107470192,8961.155085135757,10689.3649775235,7897.688535434882,3380.297548017981,10216.72393670959,12278.62089880322,8027.49073028871,3039.888789383701,12318.50858824844,13587.94034669639,8386.4948675435,2821.717415535996,344236.0,106207.0,1782065.0,407324.0,197225.0,1231381.0,349213.0,110013.0,1824052.0,416545.0,199389.0,1266707.0,355198.0,114961.0,1868472.0,425180.0,201333.0,1311582.0,363447.0,120835.0,1921860.0,435611.0,202542.0,1353746.0,387893.0,131517.0,1959919.0,442373.0,213755.0,1385083.0,383971.0,132162.0,2003084.0,449786.0,210066.0,1418696.0
19.0,Indiana University-Purdue University Indianapolis,1969.0,Indiana,IN,City,Large,Public,Nonprofit,4-year,,,25979.0,0.0,,0.0,,Doctoral Universities,High Research Activity,2024.0,No,,,,,0.0,0.0,0.0,1.0,1177983781.0,1241294915.0,1147557403.0,2252019515.0,2180644869.0,2969128162.21875,0.0,Midwest,479716.0,40680271.0,11.79,7927380.0,60.51,2.17,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.9,47188.0,48727.0,53102.0,59797.0,60165.0,61943.0,64153.0,88.0,0.382934262000274,0.657572633755372,0.377177287070132,0.667373223935557,0.36810338247564,0.683609945887111,0.340504195416424,0.684439650338261,0.353355111468034,0.688960434683166,0.363928508121728,0.675676694071124,6196.726977652039,5138.773692363056,11464.81076605917,3128.740131115735,6107.683470272581,5246.473878695209,11734.48617909352,3117.277124745158,5868.818478157552,5417.856379630102,12036.9594015063,3094.551239514743,6367.411743036074,5789.058049417471,13172.73620108249,2934.630081231875,6329.996678422279,5476.906026557712,13403.01158279161,2945.517588100102,6766.259338707245,5436.943204073639,13526.61022383849,3069.965588777183,663318.0,210738.0,4399815.0,1475931.0,348844.0,2421260.0,662719.0,215401.0,4430493.0,1480084.0,346717.0,2455019.0,659700.0,224023.0,4466180.0,1482396.0,340559.0,2507359.0,658039.0,231999.0,4501214.0,1485995.0,333089.0,2554739.0,674851.0,243838.0,4532091.0,1495818.0,334872.0,2583019.0,656377.0,244351.0,4559304.0,1496214.0,319682.0,2617439.0
20.0,Iowa Wesleyan University,1842.0,Iowa,IA,Town,Remote,Private,Nonprofit,4-year,,,921.0,1.0,United Methodist Church,0.0,,Baccalaureate Colleges,Diverse Fields,2023.0,No,,,,,1.0,0.0,0.0,0.0,17472713.0,17400996.0,17463237.0,18321843.0,18993810.0,0.0,0.0,Midwest,220941.0,19075376.0,11.58,3613047.0,61.15,1.0,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,3.5,49815.0,50237.0,54978.0,60415.0,62643.0,62900.0,64243.0,90.0,0.548716867365305,0.680718121937639,0.50772055646054,0.673220586458897,0.495791339435006,0.66808137384433,0.487186456719213,0.669160567880259,0.490073387031007,0.673393566246005,0.494074849614989,0.681720029852408,6116.554013971281,4246.977026153497,13040.66859788213,5163.915424797778,6527.309525860831,4735.691240522665,13447.35612130611,4884.233586062268,6757.283648881239,5230.7717943272,13600.9702013021,5143.448649379236,6938.933724611939,5630.451680135276,14034.78660900456,5349.078314555929,7096.399298136162,5712.386838699556,14631.27831240739,5489.983646417507,7060.366961451946,5861.444210444211,15122.51485224787,5724.151417651417,321094.0,87035.0,2081373.0,648137.0,201176.0,1266527.0,317986.0,87211.0,2092785.0,648398.0,198106.0,1278873.0,316660.0,89028.0,2104864.0,647371.0,195839.0,1299092.0,317031.0,92321.0,2119884.0,648873.0,191644.0,1318631.0,327316.0,97371.0,2131202.0,652792.0,195522.0,1329765.0,318882.0,98705.0,2140476.0,649969.0,186762.0,1345388.0
21.0,Johnson University Florida,1893.0,Florida,FL,Suburb,Large,Private,Nonprofit,4-year,,,155.0,1.0,Christian Churches and Churches of Christ,0.0,,Special Focus Four-Year,Faith-Related Institutions,2024.0,No,,,,,1.0,1.0,0.0,0.0,1425097.0,1744966.0,1583206.0,1670154.0,1928898.0,2013530.19997406,0.0,South,1313318.0,131147051.0,10.01,23772622.0,55.24,5.95,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.7,52049.0,54246.0,58119.0,64409.0,65874.0,68695.0,71040.0,87.0,0.365265363092864,0.183260835102151,0.353393745166315,0.161530600512667,0.336059415085629,0.153180119942194,0.315825186552461,0.160106665316133,0.305363551063741,0.14033862098108,0.287770043055621,0.121996783428588,11133.8414518093,4487.681235610252,2498.223631296921,2582.487894401814,11369.25743044058,4632.32749582921,2190.280266930501,2531.734808239751,11426.55832315377,5030.911570806093,2066.934912236223,2546.440507249109,12119.57517177363,5631.63049918613,2310.322853712429,2599.643713918109,12998.78752718869,6108.412324566665,2122.035443855356,2685.270088616326,15162.56217877338,6741.36170781805,2106.807559965089,2723.785948621393,1762860.0,537561.0,14686727.0,4231678.0,951704.0,8685560.0,1753429.0,540717.0,14965745.0,4276237.0,948687.0,8921925.0,1747154.0,553823.0,15255326.0,4308542.0,941986.0,9194986.0,1729159.0,562927.0,15349290.0,4282929.0,923967.0,9383856.0,1819253.0,603531.0,15579847.0,4316799.0,974822.0,9592176.0,1773216.0,598276.0,15850299.0,4346402.0,947717.0,9860460.0
22.0,Judson College,1838.0,Alabama,AL,City,Midsize,Private,Nonprofit,4-year,,,80.0,1.0,Baptist,0.0,,Baccalaureate Colleges,Arts & Sciences Focus,2021.0,No,,,,,1.0,0.0,0.0,0.0,15388964.0,15479806.0,14047540.0,0.0,0.0,0.0,0.0,South,348084.0,29935229.0,11.63,5816314.0,59.85,1.58,8821173.0,763063961.0,11.56,150408029.0,58.65,39.95,3.3,41938.0,43372.0,47828.0,53279.0,52798.0,54869.0,57551.0,88.0,0.449355419687467,0.749527133971276,0.40892138396583,0.740036721884276,0.40200499522242,0.746187040966246,0.368463403407396,0.723433365567895,0.221044430847254,0.631661296022285,0.31412263950876,0.65801790975433,6066.658096665156,6307.824433274862,15348.66142105446,4745.989070300904,6374.18191735988,7998.695256851522,15579.25920496386,5177.320111906646,6445.357921569997,7878.70058942893,16060.97073715822,5064.376306889554,7512.197739827782,9138.238125911752,16827.45486146168,5115.434950646989,10843.06866955822,17754.00162959779,16946.399535186,4915.60264675334,9945.415185280084,11544.7214303399,17456.85934502746,5108.510168712199,465929.0,152557.0,3299958.0,1020172.0,248276.0,1809743.0,458997.0,152515.0,3320877.0,1022839.0,246425.0,1839116.0,456268.0,155009.0,3344006.0,1014342.0,245245.0,1890717.0,461491.0,161085.0,3413803.0,1041209.0,243960.0,1942547.0,488930.0,173641.0,3428520.0,1041725.0,256989.0,1965615.0,477950.0,172657.0,3448302.0,1046374.0,250114.0,1992547.0
23.0,Lincoln Christian University,1944.0,Illinois,IL,Town,Distant,Private,Nonprofit,4-year,,,258.0,1.0,Christian Churches and Churches of Christ,0.0,,Master's Colleges & Universities,Small Programs,2024.0,Yes,689,private nonprofit,City: Small,Restoration Movement of Christian Churches; Churches of Christ,1.0,1.0,0.0,0.0,5336831.0,5301066.0,5385565.0,5715377.0,5422682.0,5473834.60006713,0.0,Midwest,803600.0,75803621.0,10.6,14934897.0,53.81,3.64,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,4.8,56903.0,58328.0,63173.0,68959.0,69816.0,72744.0,75030.0,87.0,0.303775757055686,0.364187870884457,0.262839514801166,0.349845165470938,0.272655147781673,0.32438251365488,0.260057450318049,0.331156954346571,0.238774058241036,0.315090297074247,0.219575270309165,0.299894607617538,18149.74188891696,11419.09790140214,9904.92231164363,4982.367599297861,19169.84427176057,12695.93681572352,10031.12209498148,4526.821417579035,21029.92881216952,15345.38999602614,9740.984884569238,5752.428939825658,22064.86337566073,17241.19671847227,10630.722522632,6059.526730777996,22773.61919941376,18434.39508857198,10179.19546884065,5782.324386299893,24561.77506343786,20613.06702339302,10246.0538266345,5799.559638961574,1212593.0,350211.0,8682343.0,2267535.0,714422.0,5450221.0,1192806.0,349916.0,8686299.0,2254524.0,700870.0,5494733.0,1174031.0,352546.0,8686700.0,2220409.0,682964.0,5567953.0,1169584.0,358307.0,8764878.0,2226182.0,675513.0,5653375.0,1190741.0,380658.0,8746416.0,2215906.0,675081.0,5667774.0,1145167.0,379572.0,8738607.0,2207546.0,638169.0,5679738.0
24.0,Lincoln College,1865.0,Illinois,IL,Town,Distant,Private,Nonprofit,4-year,,,888.0,0.0,,1.0,Predominantly Black Institution,Baccalaureate/Associates Colleges,Mixed Baccalaureate/Associates,2022.0,No,,,,,1.0,1.0,1.0,0.0,1969345.0,20106194.0,21053451.0,23684584.0,0.0,0.0,0.0,Midwest,803600.0,75803621.0,10.6,14934897.0,53.81,3.64,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,4.8,56903.0,58328.0,63173.0,68959.0,69816.0,72744.0,75030.0,87.0,0.303775757055686,0.364187870884457,0.262839514801166,0.349845165470938,0.272655147781673,0.32438251365488,0.260057450318049,0.331156954346571,0.238774058241036,0.315090297074247,0.219575270309165,0.299894607617538,18149.74188891696,11419.09790140214,9904.92231164363,4982.367599297861,19169.84427176057,12695.93681572352,10031.12209498148,4526.821417579035,21029.92881216952,15345.38999602614,9740.984884569238,5752.428939825658,22064.86337566073,17241.19671847227,10630.722522632,6059.526730777996,22773.61919941376,18434.39508857198,10179.19546884065,5782.324386299893,24561.77506343786,20613.06702339302,10246.0538266345,5799.559638961574,1212593.0,350211.0,8682343.0,2267535.0,714422.0,5450221.0,1192806.0,349916.0,8686299.0,2254524.0,700870.0,5494733.0,1174031.0,352546.0,8686700.0,2220409.0,682964.0,5567953.0,1169584.0,358307.0,8764878.0,2226182.0,675513.0,5653375.0,1190741.0,380658.0,8746416.0,2215906.0,675081.0,5667774.0,1145167.0,379572.0,8738607.0,2207546.0,638169.0,5679738.0
25.0,MacMurray College,1846.0,Illinois,IL,Rural,Remote,Private,Nonprofit,4-year,,,588.0,1.0,United Methodist Church,0.0,,Baccalaureate Colleges,Diverse Fields,2020.0,No,,,,,1.0,0.0,0.0,0.0,15953169.0,14180173.0,0.0,0.0,0.0,0.0,0.0,Midwest,803600.0,75803621.0,10.6,14934897.0,53.81,3.64,4578485.0,411492814.0,11.13,79003664.0,57.95,20.73,4.8,56903.0,58328.0,63173.0,68959.0,69816.0,72744.0,75030.0,87.0,0.303775757055686,0.364187870884457,0.262839514801166,0.349845165470938,0.272655147781673,0.32438251365488,0.260057450318049,0.331156954346571,0.238774058241036,0.315090297074247,0.219575270309165,0.299894607617538,18149.74188891696,11419.09790140214,9904.92231164363,4982.367599297861,19169.84427176057,12695.93681572352,10031.12209498148,4526.821417579035,21029.92881216952,15345.38999602614,9740.984884569238,5752.428939825658,22064.86337566073,17241.19671847227,10630.722522632,6059.526730777996,22773.61919941376,18434.39508857198,10179.19546884065,5782.324386299893,24561.77506343786,20613.06702339302,10246.0538266345,5799.559638961574,1212593.0,350211.0,8682343.0,2267535.0,714422.0,5450221.0,1192806.0,349916.0,8686299.0,2254524.0,700870.0,5494733.0,1174031.0,352546.0,8686700.0,2220409.0,682964.0,5567953.0,1169584.0,358307.0,8764878.0,2226182.0,675513.0,5653375.0,1190741.0,380658.0,8746416.0,2215906.0,675081.0,5667774.0,1145167.0,379572.0,8738607.0,2207546.0,638169.0,5679738.0
26.0,Magdalen College of the Liberal Arts,1973.0,New Hampshire,NH,Rural,Distant,Private,Nonprofit,4-year,,,59.0,1.0,Roman Catholic,0.0,,Baccalaureate Colleges,Arts & Sciences Focus,2024.0,No,,,,,0.0,1.0,0.0,0.0,,,,,,,,Northeast,72263.0,8268721.0,8.74,1497455.0,48.26,0.33,3527918.0,339127512.0,10.4,65420694.0,53.93,15.98,3.1,60847.0,64115.0,68556.0,74338.0,76697.0,80304.0,83674.0,88.0,0.527678160697621,0.838934425839713,0.463046464967853,0.81613268910363,0.419746930693183,0.75109957922901,0.420721995422472,0.796263959977823,0.406463238466821,0.793897219288429,0.373768925313211,0.768343591730246,2588.123660377359,5124.658784126662,13480.63388679245,5725.270983456815,3051.586753003589,6709.445965338337,13545.0923310969,5785.948007506347,4507.002223869533,7785.435779816514,13600.64986409686,5631.875030994297,3493.273213750589,7872.494610778444,13652.80076201892,5717.689288090486,3563.73697652913,8325.146712328768,13727.32995728566,5701.190410958904,4089.121456771503,9774.683179096353,13562.54416004968,5834.065051714752,128944.0,41242.0,952115.0,263005.0,74887.0,621503.0,127823.0,41318.0,960337.0,263321.0,74005.0,630810.0,126351.0,41264.0,971162.0,264953.0,73413.0,640754.0,125454.0,42338.0,986106.0,269342.0,71663.0,653955.0,126069.0,43200.0,997353.0,270974.0,70321.0,664655.0,121706.0,41594.0,1009222.0,272558.0,68226.0,676667.0
