name,yearEstablished,state,stateAbbreviation,locationType,locationTypeKind,typeOwned,typeProfit,level,hasUndergraduate,hasGraduate,totalEnrollment,hasReligionAffiliation,religionAffiliation,hasSpecialDemographic,specialDemographic,carnegieAward,carnegieProgram,yearClosed,isMerged,mergingInstitutionPopulation,mergingInstitutionType,mergingInstitutionLocationType,mergingInstitutionReligiousAffiliation,reasonFinancial,reasonEnrollment,reasonPandemic,reasonMutualBenefit,region,stateBirths,statePopulation,stateBirthRate,stateFemalePopulation,stateFertilityRate,statePercentOfTotalBirths,regionBirths,regionPopulation,regionBirthRate,regionFemalePopulation,regionFertilityRate,regionPercentOfTotalBirths,stateUnemploymentRate,stateHighSchoolACGR,endowmentMedian,stateTwoYearStudentShareMedian,stateFourYearStudentShareMedian,stateTwoYearAppropriationsPerFTEMedian,stateFourYearAppropriationsPerFTEMedian,stateTwoYearNetTuitionRevenuePerFTEMedian,stateFourYearNetTuitionRevenuePerFTEMedian,statePopulation18to24yoMedian,statePopulation25yoAndOverMedian,statePopulation18to24yoHighSchoolGradMedian,statePopulation25yoAndOverHighSchoolGradMedian,statePopulation18to24yoSomeCollegeOrHigherMedian,statePopulation25yoAndOverSomeCollegeOrHigherMedian,statePerCapitaPersonalIncomeMedian
Multnomah University,1936,Oregon,OR,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,655,FALSE,None,FALSE,None,Special Focus Institutions,Diverse Fields,2024,TRUE,1624,private nonprofit,Rural: Fringe,Christian,TRUE,FALSE,FALSE,FALSE,West,242571,25369607,9.56,4987114,48.64,1.1,5153390,471302990,10.93,94808378,54.36,23.34,4.7,81,7828000.0,0.2349996906887755,0.6933042791022994,11453.39053520281,6680.1961658761065,3386.0593381263698,14733.362229050064,201047.0,2033707.5,116323.0,667712.0,201047.0,2033707.5,64964.0
Nebraska Christian College,1945,Nebraska,NE,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,85,TRUE,Christian churches and churches of Christ,FALSE,None,Special Focus Four-Year,Faith-Related Institutions,2020,FALSE,None,None,None,None,TRUE,TRUE,FALSE,FALSE,Midwest,147599,11711222,12.6,2272581,64.95,0.67,4578485,411492814,11.13,79003664,57.95,20.73,3.0,87,,0.164144966294825,0.469259149384612,13523.987342231288,10126.360764682551,2619.655124117181,8653.941640019453,114223.0,836311.0,56212.5,326109.0,114223.0,836311.0,64583.0
Notre Dame College,1922,Ohio,OH,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,1400,TRUE,Catholic,FALSE,None,Baccalaureate Colleges,Diverse Fields,2024,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,Midwest,783704,70393769,11.13,13365288,58.64,3.55,4578485,411492814,11.13,79003664,57.95,20.73,4.9,86,10300395.5,0.31434004445387154,0.6424417130925635,6560.029080630358,6319.840583535281,3024.2498696831026,11034.091052910644,556602.5,4685586.5,373537.5,2632433.5,556602.5,4685586.5,59376.0
Ohio Valley University,1960,West Virginia,WV,City,Small,Private,Nonprofit,4-year,TRUE,TRUE,273,TRUE,Church of Christ,FALSE,None,Baccalaureate Colleges,Diverse Fields,2021,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,South,104440,10710952,9.75,1888053,55.32,0.47,8821173,763063961,11.56,150408029,58.65,39.95,3.8,91,2014174.0,0.301848050290377,0.645993811308187,8495.632350228272,5634.822870065615,3552.4596457183497,8324.661159207033,79926.5,612398.0,60470.5,512687.5,79926.5,612398.0,51075.0
Pacific Northwest College of Art,1909,Oregon,OR,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,481,FALSE,None,FALSE,None,Special Focus Four-Year,"Arts, Music & Design Schools",2021,TRUE,1909,private nonprofit,City: Midsize,None,FALSE,FALSE,FALSE,TRUE,West,242571,25369607,9.56,4987114,48.64,1.1,5153390,471302990,10.93,94808378,54.36,23.34,4.7,81,,0.2349996906887755,0.6933042791022994,11453.39053520281,6680.1961658761065,3386.0593381263698,14733.362229050064,201047.0,2033707.5,116323.0,667712.0,201047.0,2033707.5,64964.0
Pennsylvania College of Health Sciences,1903,Pennsylvania,PA,Suburb,Large,Private,Nonprofit,2-year,TRUE,TRUE,1816,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2024,TRUE,7861,private nonprofit,City: Large,Jesuit,FALSE,FALSE,FALSE,TRUE,Northeast,790421,77290050,10.23,14466075,54.64,3.58,3527918,339127512,10.4,65420694,53.93,15.98,3.9,87,11342407.5,0.3843867985777585,0.7168726858949119,6778.934516597485,5260.538889977555,4229.438703670017,13302.80125815099,624895.0,5176216.0,403792.0,3075860.0,624895.0,5176216.0,66449.0
Pine Manor College,1911,Massachusetts,MA,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,249,FALSE,None,FALSE,None,Baccalaureate Colleges,Arts & Sciences Focus,2020,TRUE,15287,private nonprofit,City: Small,None,TRUE,FALSE,FALSE,FALSE,Northeast,409468,41656322,9.83,8419406,48.63,1.85,3527918,339127512,10.4,65420694,53.93,15.98,4.6,90,9614748.0,0.2544292577046095,0.41489764480194147,11369.39563114195,12392.1215858976,3823.431200918245,8164.7980126213615,433897.0,3292373.5,194673.5,1135221.5,433897.0,3292373.5,85585.0
Presentation College,1951,South Dakota,SD,Town,Remote,Private,Nonprofit,4-year,TRUE,FALSE,694,TRUE,Roman Catholic,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2023,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,Midwest,68073,5384129,12.64,992778,68.57,0.31,4578485,411492814,11.13,79003664,57.95,20.73,1.8,82,13047759.0,0.4987475284324995,0.6103838374688726,5447.22137133382,6539.518247540037,5169.988446609436,9281.76567612466,45414.5,360925.0,25815.0,175065.5,45414.5,360925.0,67885.0
Presidio Graduate School,2003,California,CA,City,Large,Private,Nonprofit,graduate school,FALSE,TRUE,197,FALSE,None,TRUE,Sustainability,Special Focus Four-Year,Business & Management Schools,2023,TRUE,3460,private nonprofit,City: Small,American Baptist Churches USA,TRUE,FALSE,FALSE,FALSE,West,2561478,235669717,10.87,48016877,53.35,11.6,5153390,471302990,10.93,94808378,54.36,23.34,5.3,87,,0.054873893321837355,0.3795263519464645,13308.354065240255,11650.33372158801,779.8225717262221,7331.057819469797,2156095.5,17015550.5,1171061.5,5454269.5,2156095.5,17015550.5,78356.0
Salus University,1919,Pennsylvania,PA,Suburb,Large,Private,Nonprofit,graduate school,FALSE,TRUE,1165,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2024,TRUE,22344,private nonprofit,City: Large,None,FALSE,FALSE,FALSE,TRUE,Northeast,790421,77290050,10.23,14466075,54.64,3.58,3527918,339127512,10.4,65420694,53.93,15.98,3.9,87,46440545.5,0.3843867985777585,0.7168726858949119,6778.934516597485,5260.538889977555,4229.438703670017,13302.80125815099,624895.0,5176216.0,403792.0,3075860.0,624895.0,5176216.0,66449.0
San Francisco Art Institute,1871,California,CA,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,70,FALSE,None,FALSE,None,Special Focus Four-Year,"Arts, Music & Design Schools",2022,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,West,2561478,235669717,10.87,48016877,53.35,11.6,5153390,471302990,10.93,94808378,54.36,23.34,5.3,87,8300324.0,0.054873893321837355,0.3795263519464645,13308.354065240255,11650.33372158801,779.8225717262221,7331.057819469797,2156095.5,17015550.5,1171061.5,5454269.5,2156095.5,17015550.5,78356.0
Sierra Nevada University,1969,Nevada,NV,Town,Distant,Private,Nonprofit,4-year,TRUE,TRUE,631,FALSE,None,FALSE,None,Master's Colleges & Universities,Medium Programs,2022,TRUE,20945,public,City: Large,None,FALSE,TRUE,TRUE,FALSE,West,203080,18768746,10.82,3675214,55.26,0.92,5153390,471302990,10.93,94808378,54.36,23.34,5.6,82,5356152.5,0.221765056560463,0.2652556857209915,6693.726142668173,9758.372147943,1937.2730027528005,3639.954838586787,111456.0,1244746.5,103380.5,586143.0,111456.0,1244746.5,62865.0
St. Augustine College,1980,Illinois,IL,City,Large,Private,Nonprofit,2-year,TRUE,FALSE,680,TRUE,Episcopalian,TRUE,Biligual (Spanish),Baccalaureate/Associate's Colleges,Mixed Baccalaureate/Associate's,2024,TRUE,6513,private nonprofit,Suburb: Large,Lasallian,FALSE,FALSE,FALSE,TRUE,Midwest,803600,75803621,10.6,14934897,53.81,3.64,4578485,411492814,11.13,79003664,57.95,20.73,4.8,87,144022.0,0.2614484825596075,0.3277697340007255,16293.293357249206,21547.396093915126,5767.376663062776,10105.158781911065,679238.5,5610664.0,355426.5,2223295.5,679238.5,5610664.0,68959.0
St. John's University -- Staten Island,1933,New York,NY,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,861,TRUE,Catholic,FALSE,None,Special Focus Four-Year,Diverse Fields,2024,FALSE,None,None,None,None,FALSE,TRUE,FALSE,FALSE,Northeast,1279243,117416826,10.89,23255110,55.01,5.79,3527918,339127512,10.4,65420694,53.93,15.98,4.2,87,,0.31073344616373955,0.323873746043261,11111.584383443082,14514.215741548844,4968.842112049599,7115.0764966239785,1126667.0,8594351.5,497059.0,3517833.0,1126667.0,8594351.5,78501.0
St. Louis Christian College,1956,Missouri,MO,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,62,TRUE,Christian Churches and Churches of Christ,FALSE,None,Special Focus Four-Year,Faith-Related Institutions,2022,TRUE,190,private nonprofit,Town: Distant,None,FALSE,TRUE,FALSE,FALSE,Midwest,420242,36957728,11.37,7119267,59.03,1.9,4578485,411492814,11.13,79003664,57.95,20.73,3.9,90,1100430.0,0.259383629198724,0.538452491894517,9476.019711568495,7348.16117426454,3158.6510539354213,8110.752685748,318494.5,2520719.5,185163.0,1276294.0,318494.5,2520719.5,59202.0
The College of Saint Rose,1920,New York,NY,City,Small,Private,Nonprofit,4-year,TRUE,TRUE,2786,TRUE,Catholic,FALSE,None,Master's Colleges & Universities,Larger Programs,2024,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,Northeast,1279243,117416826,10.89,23255110,55.01,5.79,3527918,339127512,10.4,65420694,53.93,15.98,4.2,87,42532671.401794404,0.31073344616373955,0.323873746043261,11111.584383443082,14514.215741548844,4968.842112049599,7115.0764966239785,1126667.0,8594351.5,497059.0,3517833.0,1126667.0,8594351.5,78501.0
University of the Sciences,1821,Pennsylvania,PA,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,2420,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2022,TRUE,7861,private nonprofit,City: Large,None,FALSE,FALSE,FALSE,TRUE,Northeast,790421,77290050,10.23,14466075,54.64,3.58,3527918,339127512,10.4,65420694,53.93,15.98,3.9,87,163517140.0,0.3843867985777585,0.7168726858949119,6778.934516597485,5260.538889977555,4229.438703670017,13302.80125815099,624895.0,5176216.0,403792.0,3075860.0,624895.0,5176216.0,66449.0
Urbana University,1850,Ohio,OH,Town,Distant,Private,Nonprofit,4-year,TRUE,TRUE,1254,FALSE,None,FALSE,None,Baccalaureate Colleges,Diverse Fields,2020,FALSE,None,None,None,None,TRUE,FALSE,TRUE,FALSE,Midwest,783704,70393769,11.13,13365288,58.64,3.55,4578485,411492814,11.13,79003664,57.95,20.73,4.9,86,,0.31434004445387154,0.6424417130925635,6560.029080630358,6319.840583535281,3024.2498696831026,11034.091052910644,556602.5,4685586.5,373537.5,2632433.5,556602.5,4685586.5,59376.0
UW Oshkosh - Fond du Lac Campus,1968,Wisconsin,WI,City,Small,Public,Nonprofit,2-year,FALSE,TRUE,245,FALSE,None,FALSE,None,Doctoral/Professional Universities,Arts & Sciences Focus,2024,FALSE,None,None,None,None,TRUE,TRUE,FALSE,FALSE,Midwest,369546,35168059,10.51,6601801,55.98,1.67,4578485,411492814,11.13,79003664,57.95,20.73,3.3,90,,0.15446801199486448,0.6092728988747695,13814.16554472104,6027.145088168825,2499.6983787069603,9046.426413822977,313717.5,2507124.5,179977.5,1210502.5,313717.5,2507124.5,62713.0
UW Green Bay - Marinette Campus,1935,Wisconsin,WI,City,Midsize,Public,Nonprofit,2-year,FALSE,TRUE,173,FALSE,None,FALSE,None,Master's Colleges & Universities,Medium Programs,2024,FALSE,None,None,None,None,TRUE,TRUE,FALSE,FALSE,Midwest,369546,35168059,10.51,6601801,55.98,1.67,4578485,411492814,11.13,79003664,57.95,20.73,3.3,90,,0.15446801199486448,0.6092728988747695,13814.16554472104,6027.145088168825,2499.6983787069603,9046.426413822977,313717.5,2507124.5,179977.5,1210502.5,313717.5,2507124.5,62713.0
UW Milwaukee - Waukesha Campus,1966,Wisconsin,WI,City,Large,Public,Nonprofit,2-year,FALSE,TRUE,2155,FALSE,None,FALSE,None,Doctoral Universities,Very High Research Activity,2025,FALSE,None,None,None,None,FALSE,TRUE,FALSE,FALSE,Midwest,369546,35168059,10.51,6601801,55.98,1.67,4578485,411492814,11.13,79003664,57.95,20.73,3.3,90,,0.15446801199486448,0.6092728988747695,13814.16554472104,6027.145088168825,2499.6983787069603,9046.426413822977,313717.5,2507124.5,179977.5,1210502.5,313717.5,2507124.5,62713.0
UW Milwaukee - Washington Campus,1968,Wisconsin,WI,City,Large,Public,Nonprofit,2-year,FALSE,TRUE,279,FALSE,None,FALSE,None,Doctoral Universities,Very High Research Activity,2024,FALSE,None,None,None,None,TRUE,TRUE,FALSE,FALSE,Midwest,369546,35168059,10.51,6601801,55.98,1.67,4578485,411492814,11.13,79003664,57.95,20.73,3.3,90,,0.15446801199486448,0.6092728988747695,13814.16554472104,6027.145088168825,2499.6983787069603,9046.426413822977,313717.5,2507124.5,179977.5,1210502.5,313717.5,2507124.5,62713.0
Wave Leadership College,1999,Virginia,VA,Suburb,Large,Private,Nonprofit,2-year,TRUE,FALSE,33,TRUE,Christian,FALSE,None,Associate's Colleges,Diverse Fields,2022,FALSE,None,None,None,None,FALSE,TRUE,TRUE,FALSE,South,576125,51685358,11.15,10227966,56.33,2.61,8821173,763063961,11.56,150408029,58.65,39.95,3.3,89,,0.375968201397862,0.5967190879632135,5887.351002562328,7735.673583167743,3434.937548253163,11163.827810537225,465167.5,3907980.0,264842.5,1397655.0,465167.5,3907980.0,69013.0
Wesley College,1873,Delaware,DE,City,Midsize,Private,Nonprofit,4-year,TRUE,TRUE,1066,TRUE,United Methodist Church,FALSE,None,Baccalaureate Colleges,Diverse Fields,2021,TRUE,5826,public,City: Small,None,TRUE,TRUE,FALSE,FALSE,South,63300,5981414,10.58,1108192,57.12,0.29,8821173,763063961,11.56,150408029,58.65,39.95,3.9,88,3281329.0,0.3257528308342435,0.810098810620962,11362.96196828775,6281.023136162159,5695.270358574548,25026.322051096286,44716.0,411965.5,28829.0,209003.0,44716.0,411965.5,62987.0
Woodbury University,1884,California,CA,City,Large,Private,Nonprofit,4-year,TRUE,TRUE,943,FALSE,None,FALSE,None,Master's Colleges & Universities,Small Programs,2024,TRUE,3460,private nonprofit,City: Small,American Baptist Churches USA,TRUE,TRUE,FALSE,FALSE,West,2561478,235669717,10.87,48016877,53.35,11.6,5153390,471302990,10.93,94808378,54.36,23.34,5.3,87,19962071.00100705,0.054873893321837355,0.3795263519464645,13308.354065240255,11650.33372158801,779.8225717262221,7331.057819469797,2156095.5,17015550.5,1171061.5,5454269.5,2156095.5,17015550.5,78356.0
Oak Point University,1914,Illinois,IL,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,429,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2024,FALSE,None,None,None,None,FALSE,TRUE,FALSE,FALSE,Midwest,803600,75803621,10.6,14934897,53.81,3.64,4578485,411492814,11.13,79003664,57.95,20.73,4.8,87,,0.2614484825596075,0.3277697340007255,16293.293357249206,21547.396093915126,5767.376663062776,10105.158781911065,679238.5,5610664.0,355426.5,2223295.5,679238.5,5610664.0,68959.0
Birmingham-Southern College,1918,Alabama,AL,City,Midsize,Private,Nonprofit,4-year,TRUE,TRUE,975,TRUE,United Methodist Church ,FALSE,None,Baccalaureate Colleges,Arts & Sciences Focus,2024,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,South,348084,29935229,11.63,5816314,59.85,1.58,8821173,763063961,11.56,150408029,58.65,39.95,3.3,88,53551212.5,0.385234199314908,0.7317350437260854,8568.466691381636,6978.777830698889,5086.443237800877,16444.21279930995,247350.5,1916632.0,158047.0,1032024.0,247350.5,1916632.0,52798.0
Tulsa Community College at Owasso,1970,Oklahoma,OK,City,Large,Public,Nonprofit,2-year,TRUE,FALSE,14391,FALSE,None,FALSE,None,Associate's Colleges,Mixed Transfer/Career & Technical-High Traditional,2024,TRUE,15568,public,City: Midsize,None,FALSE,TRUE,FALSE,FALSE,South,291217,23941096,12.16,4723856,61.65,1.32,8821173,763063961,11.56,150408029,58.65,39.95,3.2,87,10855494.795898434,0.3670348379739435,0.608206955210705,6234.708696928844,6199.11353570489,3428.6600778241536,9826.87141178799,192374.0,1505336.0,134979.0,809270.5,192374.0,1505336.0,56502.0
Wells College,1868,New York,NY,Rural,Distant,Private,Nonprofit,4-year,TRUE,FALSE,357,FALSE,None,FALSE,None,Baccalaureate Colleges,Arts & Sciences Focus,2024,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,Northeast,1279243,117416826,10.89,23255110,55.01,5.79,3527918,339127512,10.4,65420694,53.93,15.98,4.2,87,30982146.5,0.31073344616373955,0.323873746043261,11111.584383443082,14514.215741548844,4968.842112049599,7115.0764966239785,1126667.0,8594351.5,497059.0,3517833.0,1126667.0,8594351.5,78501.0
Eastern Nazarene College,1900,Massachusetts,MA,Suburb,Large,Private,Nonprofit,4-year,TRUE,TRUE,535,TRUE,Church of the Nazarene,FALSE,None,Master's Colleges & Universities,Small Programs,2024,FALSE,None,None,None,None,TRUE,FALSE,FALSE,FALSE,Northeast,409468,41656322,9.83,8419406,48.63,1.85,3527918,339127512,10.4,65420694,53.93,15.98,4.6,90,19405545.9003448,0.2544292577046095,0.41489764480194147,11369.39563114195,12392.1215858976,3823.431200918245,8164.7980126213615,433897.0,3292373.5,194673.5,1135221.5,433897.0,3292373.5,85585.0
Cox College,1907,Missouri,MO,City,Midsize,Private,Nonprofit,4-year,TRUE,TRUE,852,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2025,TRUE,26486; 11036,public,City: Small,None,TRUE,FALSE,FALSE,FALSE,Midwest,420242,36957728,11.37,7119267,59.03,1.9,4578485,411492814,11.13,79003664,57.95,20.73,3.9,90,,0.259383629198724,0.538452491894517,9476.019711568495,7348.16117426454,3158.6510539354213,8110.752685748,318494.5,2520719.5,185163.0,1276294.0,318494.5,2520719.5,59202.0
University of Wisconsin–Platteville Richland,1967,Wisconsin,WI,Town,Distant,Public,Nonprofit,4-year,TRUE,TRUE,6486,FALSE,None,FALSE,None,Master's Colleges & Universities,Larger Programs,2024,FALSE,None,None,None,None,FALSE,TRUE,FALSE,FALSE,Midwest,369546,35168059,10.51,6601801,55.98,1.67,4578485,411492814,11.13,79003664,57.95,20.73,3.3,90,,0.15446801199486448,0.6092728988747695,13814.16554472104,6027.145088168825,2499.6983787069603,9046.426413822977,313717.5,2507124.5,179977.5,1210502.5,313717.5,2507124.5,62713.0
Maryland University of Integrative Health,1974,Maryland,MD,Suburb,Large,Private,Nonprofit,graduate school,FALSE,TRUE,701,FALSE,None,FALSE,None,Special Focus Four-Year,Other Health Professions Schools,2025,TRUE,1836,private nonprofit,City: Large,Catholic,FALSE,FALSE,FALSE,TRUE,South,412473,36654242,11.25,7192645,57.35,1.87,8821173,763063961,11.56,150408029,58.65,39.95,3.1,86,,0.2895537069413555,0.5246829620954785,11740.29589325072,10549.410878914714,4758.870615158301,11787.15972697968,306338.5,2800406.0,166310.5,1014233.5,306338.5,2800406.0,71897.0
B. H. Carroll Theological Seminary,2004,Texas,TX,City,Midsize,Private,Nonprofit,seminary ,FALSE,TRUE,450,FALSE,None,FALSE,None,Doctoral/Professional Universities,Faith-Related Institutions,2025,TRUE,1833,private nonprofit,Town: Distant,Baptist,FALSE,FALSE,FALSE,TRUE,South,2275693,177119299,12.85,36976634,61.54,10.31,8821173,763063961,11.56,150408029,58.65,39.95,4.1,90,,0.196942172054541,0.6452423595423484,8916.696762135041,6184.249837807764,2058.177589679638,11149.697673632645,1456559.0,11117876.0,955436.0,4561326.5,1456559.0,11117876.0,62015.0
